subject number,age,sex,trial number,block number,condition,start lane,visonset lane,obstacle left,obstacle right,finish lane,response time
46,25,2,40,2,3,1,1,8,3,1,100.000
47,27,2,1,1,1,0,0,10,2,1,11.810
47,27,2,2,1,1,0,0,1,2,2,10.664
47,27,2,3,1,1,0,0,4,7,2,6.940
47,27,2,4,1,1,0,0,2,9,2,2.644
47,27,2,5,1,1,0,0,5,7,2,4.430
47,27,2,6,1,1,0,0,9,10,2,7.748
47,27,2,7,1,1,0,0,9,8,2,9.890
47,27,2,8,1,1,0,0,4,5,2,8.120
47,27,2,9,1,1,0,0,8,4,1,5.102
47,27,2,10,1,1,0,0,8,5,1,3.048
47,27,2,11,1,1,0,0,6,4,1,18.498
47,27,2,12,1,1,0,0,3,2,1,11.708
47,27,2,13,1,1,0,0,7,10,2,3.166
47,27,2,14,1,1,0,0,9,6,1,5.040
47,27,2,15,1,1,0,0,6,5,2,2.358
47,27,2,16,1,1,0,0,5,9,2,4.968
47,27,2,17,1,1,0,0,10,6,1,3.148
47,27,2,18,1,1,0,0,3,8,2,1.920
47,27,2,19,1,1,0,0,8,6,1,2.340
47,27,2,20,1,1,0,0,7,3,1,3.318
47,27,2,21,2,2,0,0,1,10,2,6.162
47,27,2,22,2,2,0,0,7,9,2,4.690
47,27,2,23,2,2,0,0,10,3,1,1.318
47,27,2,24,2,2,0,0,2,6,2,2.732
47,27,2,25,2,2,0,0,1,9,2,1.468
47,27,2,26,2,2,0,0,2,8,2,3.728
47,27,2,27,2,2,0,0,8,1,1,1.636
47,27,2,28,2,2,0,0,7,2,1,2.144
47,27,2,29,2,2,0,0,3,9,2,1.302
47,27,2,30,2,2,0,0,3,5,2,1.976
47,27,2,31,2,2,0,0,4,2,1,4.918
47,27,2,32,2,2,0,0,6,3,1,1.622
47,27,2,33,2,2,0,0,4,10,2,1.208
47,27,2,34,2,2,0,0,10,5,1,1.386
47,27,2,35,2,2,0,0,5,2,1,2.228
47,27,2,36,2,2,0,0,8,7,2,2.058
47,27,2,37,2,2,0,0,8,10,2,1.198
47,27,2,38,2,2,0,0,7,6,1,2.580
47,27,2,39,2,2,0,0,3,4,2,3.812
47,27,2,40,2,2,0,0,4,9,2,1.134
48,20,1,1,1,4,1,1,4,8,2,0.458
48,20,1,2,1,4,1,1,10,3,1,100.000
48,20,1,3,1,4,2,2,5,9,2,100.000
48,20,1,4,1,4,1,1,7,4,1,100.000
48,20,1,5,1,4,1,1,6,10,2,0.014
48,20,1,6,1,4,2,2,3,6,2,3.062
48,20,1,7,1,4,2,2,4,1,1,1.744
48,20,1,8,1,4,1,1,8,10,2,0.300
48,20,1,9,1,4,2,2,4,9,2,100.000
48,20,1,10,1,4,1,1,3,9,2,0.706
48,20,1,11,1,4,1,2,7,6,1,0.080
48,20,1,12,1,4,1,1,5,3,1,2.894
48,20,1,13,1,4,2,2,4,10,2,100.000
48,20,1,14,1,4,2,2,7,10,2,-0.120
48,20,1,15,1,4,1,1,3,1,1,2.380
48,20,1,16,1,4,2,2,7,1,1,1.542
48,20,1,17,1,4,2,2,6,4,1,2.550
48,20,1,18,1,4,1,2,1,6,2,-2.154
48,20,1,19,1,4,2,2,7,8,1,3.342
48,20,1,20,1,4,1,1,10,9,1,100.000
48,20,1,21,2,3,2,2,9,8,2,100.000
48,20,1,22,2,3,1,1,2,9,2,1.124
48,20,1,23,2,3,1,1,10,5,1,100.000
48,20,1,24,2,3,1,1,3,7,2,1.232
48,20,1,25,2,3,2,2,7,9,1,2.586
48,20,1,26,2,3,1,1,8,6,1,100.000
48,20,1,27,2,3,2,2,2,7,2,100.000
48,20,1,28,2,3,1,1,8,5,1,100.000
48,20,1,29,2,3,1,1,1,10,2,1.074
48,20,1,30,2,3,2,2,5,4,2,4.278
48,20,1,31,2,3,1,1,8,2,1,100.000
48,20,1,32,2,3,2,2,7,5,1,1.206
48,20,1,33,2,3,2,2,6,9,2,100.000
48,20,1,34,2,3,1,1,6,5,1,3.578
48,20,1,35,2,3,1,1,10,2,1,100.000
48,20,1,36,2,3,2,2,4,3,2,100.000
48,20,1,37,2,3,2,2,2,1,2,100.000
48,20,1,38,2,3,1,1,6,2,1,100.000
48,20,1,39,2,3,1,1,5,1,1,100.000
48,20,1,40,2,3,1,1,8,3,1,-1.678
49,24,1,1,1,2,0,0,7,4,1,9.280
49,24,1,2,1,2,0,0,4,1,1,11.776
49,24,1,3,1,2,0,0,5,8,2,10.010
49,24,1,4,1,2,0,0,6,10,2,1.774
49,24,1,5,1,2,0,0,10,9,1,1.944
49,24,1,6,1,2,0,0,3,1,1,2.448
49,24,1,7,1,2,0,0,8,10,2,2.850
49,24,1,8,1,2,0,0,3,7,2,0.930
49,24,1,9,1,2,0,0,8,2,1,6.896
49,24,1,10,1,2,0,0,2,9,2,1.336
49,24,1,11,1,2,0,0,6,5,1,15.786
49,24,1,12,1,2,0,0,6,4,1,5.750
49,24,1,13,1,2,0,0,2,1,1,5.482
49,24,1,14,1,2,0,0,4,2,1,8.736
49,24,1,15,1,2,0,0,7,6,1,0.948
49,24,1,16,1,2,0,0,2,6,2,1.068
49,24,1,17,1,2,0,0,4,9,2,1.960
49,24,1,18,1,2,0,0,5,1,1,9.078
49,24,1,19,1,2,0,0,1,9,2,1.488
49,24,1,20,1,2,0,0,5,2,1,10.064
49,24,1,21,2,1,0,0,1,7,2,5.996
49,24,1,22,2,1,0,0,8,1,1,2.846
49,24,1,23,2,1,0,0,3,8,2,1.448
49,24,1,24,2,1,0,0,9,7,1,3.536
49,24,1,25,2,1,0,0,3,6,2,1.092
49,24,1,26,2,1,0,0,5,4,1,1.582
49,24,1,27,2,1,0,0,5,3,1,2.896
49,24,1,28,2,1,0,0,5,9,2,1.902
49,24,1,29,2,1,0,0,8,7,1,7.834
49,24,1,30,2,1,0,0,9,8,1,1.346
49,24,1,31,2,1,0,0,9,6,1,5.760
49,24,1,32,2,1,0,0,8,4,1,2.104
49,24,1,33,2,1,0,0,2,3,2,2.964
49,24,1,34,2,1,0,0,9,3,1,3.722
49,24,1,35,2,1,0,0,2,7,2,1.178
49,24,1,36,2,1,0,0,8,6,1,3.536
49,24,1,37,2,1,0,0,7,5,1,1.162
49,24,1,38,2,1,0,0,1,6,2,1.784
49,24,1,39,2,1,0,0,7,10,2,3.064
49,24,1,40,2,1,0,0,3,4,2,2.424
50,20,1,1,1,4,2,2,9,4,1,2.288
50,20,1,2,1,4,2,2,6,3,1,3.372
50,20,1,3,1,4,1,1,1,3,1,3.964
50,20,1,4,1,4,1,1,8,1,1,100.000
50,20,1,5,1,4,1,1,6,4,2,3.662
50,20,1,6,1,4,2,2,1,2,1,3.494
50,20,1,7,1,4,2,2,6,2,1,2.032
50,20,1,8,1,4,2,2,7,1,1,1.752
50,20,1,9,1,4,1,1,1,9,2,2.266
50,20,1,10,1,4,2,2,9,3,1,2.020
50,20,1,11,1,4,1,1,4,1,1,100.000
50,20,1,12,1,4,2,2,2,9,2,100.000
50,20,1,13,1,4,1,2,4,8,2,-0.294
50,20,1,14,1,4,2,2,5,7,2,100.000
50,20,1,15,1,4,1,1,9,5,1,100.000
50,20,1,16,1,4,1,1,10,4,1,100.000
50,20,1,17,1,4,1,1,5,6,2,0.858
50,20,1,18,1,4,2,2,4,2,1,1.070
50,20,1,19,1,4,2,2,5,10,2,100.000
50,20,1,20,1,4,1,2,5,8,2,-0.204
50,20,1,21,2,3,2,2,1,6,2,2.848
50,20,1,22,2,3,1,1,7,2,1,100.000
50,20,1,23,2,3,2,2,4,7,2,100.000
50,20,1,24,2,3,1,1,2,10,2,1.554
50,20,1,25,2,3,1,1,8,3,1,3.810
50,20,1,26,2,3,2,2,10,8,1,0.986
50,20,1,27,2,3,1,1,10,3,1,100.000
50,20,1,28,2,3,1,1,2,5,2,2.610
50,20,1,29,2,3,2,2,10,6,1,0.916
50,20,1,30,2,3,1,1,10,9,1,100.000
50,20,1,31,2,3,2,2,3,7,2,1.436
50,20,1,32,2,3,1,1,2,3,2,2.276
50,20,1,33,2,3,1,1,4,3,1,100.000
50,20,1,34,2,3,2,2,3,5,2,100.000
50,20,1,35,2,3,1,1,7,10,2,1.264
50,20,1,36,2,3,2,2,10,1,1,1.044
50,20,1,37,2,3,1,1,7,6,2,4.262
50,20,1,38,2,3,1,1,8,2,1,100.000
50,20,1,39,2,3,1,1,5,4,1,2.124
50,20,1,40,2,3,2,2,1,5,2,100.000
51,31,2,1,1,1,0,0,2,3,1,11.826
51,31,2,2,1,1,0,0,6,2,1,4.108
51,31,2,3,1,1,0,0,8,1,1,2.476
51,31,2,4,1,1,0,0,5,1,1,1.464
51,31,2,5,1,1,0,0,1,2,2,3.772
51,31,2,6,1,1,0,0,2,4,2,4.042
51,31,2,7,1,1,0,0,3,4,2,3.924
51,31,2,8,1,1,0,0,7,3,1,1.766
51,31,2,9,1,1,0,0,9,6,1,1.110
51,31,2,10,1,1,0,0,7,8,2,12.214
51,31,2,11,1,1,0,0,8,2,1,6.368
51,31,2,12,1,1,0,0,10,7,1,2.272
51,31,2,13,1,1,0,0,4,5,2,1.682
51,31,2,14,1,1,0,0,10,2,1,1.212
51,31,2,15,1,1,0,0,2,7,2,9.046
51,31,2,16,1,1,0,0,5,10,2,2.406
51,31,2,17,1,1,0,0,9,3,1,1.294
51,31,2,18,1,1,0,0,5,3,1,2.796
51,31,2,19,1,1,0,0,8,3,1,1.600
51,31,2,20,1,1,0,0,4,1,1,1.784
51,31,2,21,2,2,0,0,7,4,1,5.708
51,31,2,22,2,2,0,0,8,9,2,2.804
51,31,2,23,2,2,0,0,9,7,2,2.480
51,31,2,24,2,2,0,0,6,4,1,1.740
51,31,2,25,2,2,0,0,9,1,1,1.202
51,31,2,26,2,2,0,0,10,9,1,1.302
51,31,2,27,2,2,0,0,2,9,2,1.032
51,31,2,28,2,2,0,0,8,4,1,0.712
51,31,2,29,2,2,0,0,9,4,1,0.712
51,31,2,30,2,2,0,0,10,4,1,0.998
51,31,2,31,2,2,0,0,8,10,2,3.232
51,31,2,32,2,2,0,0,2,5,2,1.216
51,31,2,33,2,2,0,0,1,6,2,0.796
51,31,2,34,2,2,0,0,10,3,1,0.898
51,31,2,35,2,2,0,0,8,6,1,0.948
51,31,2,36,2,2,0,0,6,3,1,1.470
51,31,2,37,2,2,0,0,1,7,2,0.966
51,31,2,38,2,2,0,0,1,3,2,1.368
51,31,2,39,2,2,0,0,1,10,2,0.880
51,31,2,40,2,2,0,0,10,6,1,1.166
52,21,2,1,1,3,2,2,3,8,2,100.000
52,21,2,2,1,3,1,1,8,9,2,4.104
52,21,2,3,1,3,2,2,4,10,2,100.000
52,21,2,4,1,3,2,2,1,5,2,100.000
52,21,2,5,1,3,2,2,8,5,1,1.296
52,21,2,6,1,3,1,1,9,7,1,100.000
52,21,2,7,1,3,2,2,6,7,2,100.000
52,21,2,8,1,3,2,2,6,3,1,1.520
52,21,2,9,1,3,2,2,6,2,1,1.106
52,21,2,10,1,3,1,1,10,3,1,100.000
52,21,2,11,1,3,1,1,2,3,2,3.280
52,21,2,12,1,3,1,1,3,4,2,1.814
52,21,2,13,1,3,2,2,9,10,2,100.000
52,21,2,14,1,3,2,2,6,8,2,100.000
52,21,2,15,1,3,2,2,8,10,2,100.000
52,21,2,16,1,3,1,1,2,9,2,1.106
52,21,2,17,1,3,2,2,9,6,1,1.016
52,21,2,18,1,3,1,1,9,5,1,100.000
52,21,2,19,1,3,2,2,8,1,1,1.166
52,21,2,20,1,3,2,2,7,8,2,100.000
52,21,2,21,2,4,2,2,1,2,2,100.000
52,21,2,22,2,4,1,1,1,10,2,1.014
52,21,2,23,2,4,2,2,2,8,2,100.000
52,21,2,24,2,4,1,1,4,1,1,100.000
52,21,2,25,2,4,2,2,9,3,1,0.560
52,21,2,26,2,4,2,2,5,3,1,3.420
52,21,2,27,2,4,1,1,2,7,2,0.114
52,21,2,28,2,4,2,2,7,5,1,0.282
52,21,2,29,2,4,2,2,2,5,2,100.000
52,21,2,30,2,4,1,2,3,7,2,-0.202
52,21,2,31,2,4,1,2,1,9,2,-11.046
52,21,2,32,2,4,2,2,5,10,2,100.000
52,21,2,33,2,4,1,2,2,10,2,-13.256
52,21,2,34,2,4,1,1,10,6,1,-0.114
52,21,2,35,2,4,2,2,1,3,1,2.224
52,21,2,36,2,4,2,2,7,10,2,100.000
52,21,2,37,2,4,1,2,6,5,1,2.828
52,21,2,38,2,4,1,2,2,4,2,-12.832
52,21,2,39,2,4,1,2,6,1,1,1.198
52,21,2,40,2,4,2,2,7,1,1,0.088
53,20,1,1,1,2,0,0,6,1,1,7.948
53,20,1,2,1,2,0,0,9,5,1,3.750
53,20,1,3,1,2,0,0,7,9,1,3.438
53,20,1,4,1,2,0,0,4,2,1,2.602
53,20,1,5,1,2,0,0,7,8,2,2.530
53,20,1,6,1,2,0,0,10,5,1,1.554
53,20,1,7,1,2,0,0,7,6,1,2.060
53,20,1,8,1,2,0,0,8,10,2,1.588
53,20,1,9,1,2,0,0,10,3,1,1.148
53,20,1,10,1,2,0,0,10,6,1,1.014
53,20,1,11,1,2,0,0,8,2,1,1.666
53,20,1,12,1,2,0,0,10,1,1,1.976
53,20,1,13,1,2,0,0,7,4,1,1.402
53,20,1,14,1,2,0,0,5,6,2,5.396
53,20,1,15,1,2,0,0,4,1,1,1.694
53,20,1,16,1,2,0,0,7,1,1,1.318
53,20,1,17,1,2,0,0,7,10,2,1.164
53,20,1,18,1,2,0,0,4,9,2,1.856
53,20,1,19,1,2,0,0,6,9,2,1.166
53,20,1,20,1,2,0,0,6,8,2,1.402
53,20,1,21,2,1,0,0,9,10,2,4.008
53,20,1,22,2,1,0,0,8,5,1,1.530
53,20,1,23,2,1,0,0,4,5,2,3.468
53,20,1,24,2,1,0,0,4,6,2,1.414
53,20,1,25,2,1,0,0,6,2,1,2.122
53,20,1,26,2,1,0,0,1,2,2,6.300
53,20,1,27,2,1,0,0,8,9,1,2.138
53,20,1,28,2,1,0,0,3,2,1,2.004
53,20,1,29,2,1,0,0,5,2,1,1.430
53,20,1,30,2,1,0,0,10,4,1,0.942
53,20,1,31,2,1,0,0,9,1,1,2.154
53,20,1,32,2,1,0,0,1,3,2,1.430
53,20,1,33,2,1,0,0,4,3,1,2.340
53,20,1,34,2,1,0,0,2,10,2,0.992
53,20,1,35,2,1,0,0,1,5,2,2.154
53,20,1,36,2,1,0,0,4,8,2,2.004
53,20,1,37,2,1,0,0,2,9,2,0.924
53,20,1,38,2,1,0,0,7,2,1,1.126
53,20,1,39,2,1,0,0,1,8,2,0.924
53,20,1,40,2,1,0,0,5,7,2,5.088
54,27,2,1,1,4,1,2,9,6,1,0.436
54,27,2,2,1,4,1,2,9,10,2,-13.248
54,27,2,3,1,4,2,2,7,6,1,0.466
54,27,2,4,1,4,1,2,9,7,2,-2.884
54,27,2,5,1,4,2,2,3,6,2,100.000
54,27,2,6,1,4,2,2,3,9,2,100.000
54,27,2,7,1,4,2,2,8,3,1,1.304
54,27,2,8,1,4,1,2,9,5,1,0.994
54,27,2,9,1,4,1,2,3,2,2,-10.620
54,27,2,10,1,4,1,2,6,1,2,-13.450
54,27,2,11,1,4,2,2,4,1,1,2.996
54,27,2,12,1,4,2,2,4,10,2,100.000
54,27,2,13,1,4,1,2,7,1,1,0.792
54,27,2,14,1,4,1,2,7,3,1,0.460
54,27,2,15,1,4,2,2,5,2,1,1.342
54,27,2,16,1,4,1,2,8,7,2,-13.670
54,27,2,17,1,4,2,2,4,9,2,-1.338
54,27,2,18,1,4,1,2,5,10,2,-13.726
54,27,2,19,1,4,1,2,8,9,2,-13.658
54,27,2,20,1,4,1,2,1,5,2,-13.356
54,27,2,21,2,3,2,2,1,8,2,100.000
54,27,2,22,2,3,2,2,1,10,2,100.000
54,27,2,23,2,3,1,2,10,3,1,1.284
54,27,2,24,2,3,1,1,3,1,1,1.878
54,27,2,25,2,3,1,1,10,7,1,100.000
54,27,2,26,2,3,2,2,10,8,1,1.380
54,27,2,27,2,3,1,1,6,8,2,1.206
54,27,2,28,2,3,2,2,7,4,1,1.630
54,27,2,29,2,3,2,2,6,5,2,100.000
54,27,2,30,2,3,1,1,4,6,2,0.760
54,27,2,31,2,3,1,1,10,2,1,100.000
54,27,2,32,2,3,1,1,5,3,2,1.214
54,27,2,33,2,3,2,2,8,5,1,1.180
54,27,2,34,2,3,1,1,8,4,1,100.000
54,27,2,35,2,3,1,1,1,2,2,1.204
54,27,2,36,2,3,1,1,9,1,1,100.000
54,27,2,37,2,3,2,2,2,4,2,1.862
54,27,2,38,2,3,2,2,6,10,2,100.000
54,27,2,39,2,3,1,1,5,4,2,1.566
54,27,2,40,2,3,1,1,7,5,1,1.236
55,20,1,1,1,1,0,0,1,2,2,5.710
55,20,1,2,1,1,0,0,7,1,1,5.660
55,20,1,3,1,1,0,0,3,4,2,3.536
55,20,1,4,1,1,0,0,4,7,2,4.094
55,20,1,5,1,1,0,0,3,1,1,3.216
55,20,1,6,1,1,0,0,8,9,1,16.022
55,20,1,7,1,1,0,0,6,10,2,3.688
55,20,1,8,1,1,0,0,9,5,1,3.890
55,20,1,9,1,1,0,0,2,7,2,2.844
55,20,1,10,1,1,0,0,10,9,1,1.682
55,20,1,11,1,1,0,0,9,7,1,5.256
55,20,1,12,1,1,0,0,6,3,1,3.872
55,20,1,13,1,1,0,0,6,8,2,1.750
55,20,1,14,1,1,0,0,2,9,2,1.598
55,20,1,15,1,1,0,0,8,4,1,1.936
55,20,1,16,1,1,0,0,8,2,1,2.188
55,20,1,17,1,1,0,0,5,8,2,1.900
55,20,1,18,1,1,0,0,10,5,1,1.498
55,20,1,19,1,1,0,0,4,5,2,2.458
55,20,1,20,1,1,0,0,7,5,1,1.262
55,20,1,21,2,2,0,0,1,4,2,5.348
55,20,1,22,2,2,0,0,9,6,1,1.580
55,20,1,23,2,2,0,0,8,7,1,3.778
55,20,1,24,2,2,0,0,3,10,2,1.974
55,20,1,25,2,2,0,0,6,7,2,1.552
55,20,1,26,2,2,0,0,1,6,2,1.522
55,20,1,27,2,2,0,0,1,10,2,1.248
55,20,1,28,2,2,0,0,4,10,2,1.274
55,20,1,29,2,2,0,0,4,9,2,2.448
55,20,1,30,2,2,0,0,7,3,1,1.252
55,20,1,31,2,2,0,0,3,5,2,1.448
55,20,1,32,2,2,0,0,8,3,1,1.336
55,20,1,33,2,2,0,0,9,3,1,1.306
55,20,1,34,2,2,0,0,2,10,2,0.998
55,20,1,35,2,2,0,0,4,6,2,1.824
55,20,1,36,2,2,0,0,6,2,1,1.420
55,20,1,37,2,2,0,0,5,1,1,1.470
55,20,1,38,2,2,0,0,8,10,2,1.132
55,20,1,39,2,2,0,0,10,7,1,0.998
55,20,1,40,2,2,0,0,6,5,1,2.868
56,21,1,1,1,3,2,2,9,7,1,1.520
56,21,1,2,1,3,2,2,9,4,1,1.308
56,21,1,3,1,3,1,1,6,3,1,100.000
56,21,1,4,1,3,1,1,2,3,2,1.972
56,21,1,5,1,3,1,1,8,2,1,100.000
56,21,1,6,1,3,2,2,5,9,2,2.576
56,21,1,7,1,3,1,1,9,6,1,100.000
56,21,1,8,1,3,1,1,3,4,1,2.634
56,21,1,9,1,3,2,2,5,10,2,100.000
56,21,1,10,1,3,1,1,4,2,1,100.000
56,21,1,11,1,3,2,2,2,6,2,100.000
56,21,1,12,1,3,1,1,10,9,1,100.000
56,21,1,13,1,3,1,1,3,7,2,1.034
56,21,1,14,1,3,2,2,4,7,2,100.000
56,21,1,15,1,3,1,1,3,8,2,1.190
56,21,1,16,1,3,2,2,7,6,1,0.990
56,21,1,17,1,3,2,2,10,1,1,1.062
56,21,1,18,1,3,1,1,7,2,1,100.000
56,21,1,19,1,3,2,2,10,3,1,0.856
56,21,1,20,1,3,2,2,7,10,2,100.000
56,21,1,21,2,4,2,2,1,9,2,100.000
56,21,1,22,2,4,2,2,4,5,1,1.052
56,21,1,23,2,4,2,2,2,10,2,100.000
56,21,1,24,2,4,1,1,6,4,1,100.000
56,21,1,25,2,4,2,2,5,8,2,100.000
56,21,1,26,2,4,2,2,8,9,2,100.000
56,21,1,27,2,4,1,1,3,9,2,1.008
56,21,1,28,2,4,1,1,8,4,1,100.000
56,21,1,29,2,4,1,1,10,4,1,100.000
56,21,1,30,2,4,2,2,5,6,2,100.000
56,21,1,31,2,4,2,2,2,5,2,3.116
56,21,1,32,2,4,2,2,7,8,2,100.000
56,21,1,33,2,4,1,1,1,2,1,100.000
56,21,1,34,2,4,2,2,6,10,2,100.000
56,21,1,35,2,4,2,2,8,6,1,0.276
56,21,1,36,2,4,1,1,1,8,2,1.184
56,21,1,37,2,4,2,2,7,5,1,0.448
56,21,1,38,2,4,2,2,10,8,1,0.536
56,21,1,39,2,4,1,1,9,2,1,100.000
56,21,1,40,2,4,2,2,5,3,1,1.262
57,23,1,1,1,2,0,0,10,5,1,9.204
57,23,1,2,1,2,0,0,8,4,1,4.948
57,23,1,3,1,2,0,0,4,7,2,2.382
57,23,1,4,1,2,0,0,5,7,2,3.558
57,23,1,5,1,2,0,0,9,7,1,5.210
57,23,1,6,1,2,0,0,2,5,2,2.566
57,23,1,7,1,2,0,0,5,3,1,4.082
57,23,1,8,1,2,0,0,3,6,2,1.234
57,23,1,9,1,2,0,0,8,2,1,1.082
57,23,1,10,1,2,0,0,3,7,2,0.846
57,23,1,11,1,2,0,0,2,9,2,4.464
57,23,1,12,1,2,0,0,1,7,2,3.154
57,23,1,13,1,2,0,0,8,1,1,0.998
57,23,1,14,1,2,0,0,5,9,2,1.166
57,23,1,15,1,2,0,0,8,5,1,1.032
57,23,1,16,1,2,0,0,4,5,2,1.452
57,23,1,17,1,2,0,0,2,3,2,8.546
57,23,1,18,1,2,0,0,3,1,1,1.454
57,23,1,19,1,2,0,0,4,3,1,14.328
57,23,1,20,1,2,0,0,10,2,1,1.048
57,23,1,21,2,1,0,0,5,1,1,5.828
57,23,1,22,2,1,0,0,9,4,1,1.682
57,23,1,23,2,1,0,0,1,9,2,1.582
57,23,1,24,2,1,0,0,10,4,1,1.836
57,23,1,25,2,1,0,0,1,6,2,1.430
57,23,1,26,2,1,0,0,1,10,2,1.194
57,23,1,27,2,1,0,0,8,6,1,1.632
57,23,1,28,2,1,0,0,4,2,1,1.430
57,23,1,29,2,1,0,0,6,9,2,1.514
57,23,1,30,2,1,0,0,7,6,1,1.482
57,23,1,31,2,1,0,0,6,5,1,6.990
57,23,1,32,2,1,0,0,9,8,1,1.598
57,23,1,33,2,1,0,0,2,6,2,1.666
57,23,1,34,2,1,0,0,3,9,2,1.718
57,23,1,35,2,1,0,0,2,7,2,0.756
57,23,1,36,2,1,0,0,4,6,2,1.060
57,23,1,37,2,1,0,0,8,7,1,1.060
57,23,1,38,2,1,0,0,3,8,2,0.926
57,23,1,39,2,1,0,0,1,4,2,1.734
57,23,1,40,2,1,0,0,3,10,2,0.940
58,20,1,1,1,4,1,1,7,1,1,100.000
58,20,1,2,1,4,2,2,8,5,1,3.404
58,20,1,3,1,4,1,1,3,9,2,1.942
58,20,1,4,1,4,2,2,9,5,1,2.734
58,20,1,5,1,4,2,2,8,1,1,1.886
58,20,1,6,1,4,1,1,3,2,1,100.000
58,20,1,7,1,4,2,2,6,4,1,2.846
58,20,1,8,1,4,2,2,1,6,2,100.000
58,20,1,9,1,4,2,2,7,10,2,100.000
58,20,1,10,1,4,1,1,7,8,1,100.000
58,20,1,11,1,4,1,1,9,1,1,100.000
58,20,1,12,1,4,2,2,2,5,2,100.000
58,20,1,13,1,4,1,1,7,6,1,100.000
58,20,1,14,1,4,2,2,7,2,1,0.690
58,20,1,15,1,4,1,1,10,6,1,100.000
58,20,1,16,1,4,2,2,6,3,1,3.160
58,20,1,17,1,4,1,1,9,7,1,100.000
58,20,1,18,1,4,1,1,10,8,1,100.000
58,20,1,19,1,4,2,2,5,1,1,2.600
58,20,1,20,1,4,1,1,4,5,2,3.138
58,20,1,21,2,3,1,1,4,8,2,2.088
58,20,1,22,2,3,2,2,3,5,2,100.000
58,20,1,23,2,3,1,1,4,7,2,1.640
58,20,1,24,2,3,2,2,2,6,2,100.000
58,20,1,25,2,3,1,1,10,9,1,100.000
58,20,1,26,2,3,2,2,4,3,1,3.374
58,20,1,27,2,3,2,2,7,5,1,1.490
58,20,1,28,2,3,2,2,3,8,2,100.000
58,20,1,29,2,3,1,1,6,9,2,1.222
58,20,1,30,2,3,1,1,4,9,2,1.520
58,20,1,31,2,3,2,2,4,2,1,2.284
58,20,1,32,2,3,2,2,6,5,2,4.196
58,20,1,33,2,3,1,1,7,3,1,100.000
58,20,1,34,2,3,2,2,4,1,1,1.878
58,20,1,35,2,3,1,1,1,3,2,2.260
58,20,1,36,2,3,2,2,9,2,1,1.144
58,20,1,37,2,3,1,1,2,8,2,0.940
58,20,1,38,2,3,2,2,2,1,2,4.336
58,20,1,39,2,3,2,2,9,8,1,3.068
58,20,1,40,2,3,1,1,8,6,1,100.000
59,28,1,1,1,1,0,0,10,8,1,2.738
59,28,1,2,1,1,0,0,2,3,2,5.844
59,28,1,3,1,1,0,0,4,6,2,1.436
59,28,1,4,1,1,0,0,2,1,1,4.470
59,28,1,5,1,1,0,0,1,4,2,1.480
59,28,1,6,1,1,0,0,1,6,2,0.728
59,28,1,7,1,1,0,0,4,10,2,1.276
59,28,1,8,1,1,0,0,3,8,2,3.784
59,28,1,9,1,1,0,0,2,7,2,0.944
59,28,1,10,1,1,0,0,7,1,1,0.880
59,28,1,11,1,1,0,0,3,1,1,7.276
59,28,1,12,1,1,0,0,10,3,1,0.934
59,28,1,13,1,1,0,0,6,7,2,1.086
59,28,1,14,1,1,0,0,8,2,1,1.912
59,28,1,15,1,1,0,0,10,7,1,0.746
59,28,1,16,1,1,0,0,9,2,1,2.524
59,28,1,17,1,1,0,0,10,1,1,0.748
59,28,1,18,1,1,0,0,2,4,2,1.660
59,28,1,19,1,1,0,0,1,5,2,1.344
59,28,1,20,1,1,0,0,2,6,2,6.486
59,28,1,21,2,2,0,0,2,5,2,2.216
59,28,1,22,2,2,0,0,1,9,2,1.186
59,28,1,23,2,2,0,0,5,9,1,1.086
59,28,1,24,2,2,0,0,8,5,2,0.680
59,28,1,25,2,2,0,0,8,1,1,2.330
59,28,1,26,2,2,0,0,5,6,1,2.010
59,28,1,27,2,2,0,0,9,3,1,3.036
59,28,1,28,2,2,0,0,7,5,1,0.912
59,28,1,29,2,2,0,0,3,5,2,1.116
59,28,1,30,2,2,0,0,4,3,1,3.022
59,28,1,31,2,2,0,0,9,10,2,1.144
59,28,1,32,2,2,0,0,7,4,1,0.662
59,28,1,33,2,2,0,0,4,8,2,1.790
59,28,1,34,2,2,0,0,10,2,1,1.082
59,28,1,35,2,2,0,0,5,10,2,1.824
59,28,1,36,2,2,0,0,6,10,2,0.710
59,28,1,37,2,2,0,0,9,4,1,1.756
59,28,1,38,2,2,0,0,3,7,2,0.932
59,28,1,39,2,2,0,0,5,4,1,1.806
59,28,1,40,2,2,0,0,3,6,2,1.268
60,23,2,1,1,3,1,1,7,8,2,2.122
60,23,2,2,1,3,2,2,9,8,1,2.812
60,23,2,3,1,3,1,1,3,2,1,100.000
60,23,2,4,1,3,2,2,1,3,2,100.000
60,23,2,5,1,3,2,2,8,1,1,1.188
60,23,2,6,1,3,2,2,6,9,2,100.000
60,23,2,7,1,3,1,1,1,9,2,1.254
60,23,2,8,1,3,2,2,6,2,1,1.578
60,23,2,9,1,3,1,1,2,5,2,1.328
60,23,2,10,1,3,1,1,9,4,1,100.000
60,23,2,11,1,3,2,2,1,5,2,100.000
60,23,2,12,1,3,2,2,4,8,2,100.000
60,23,2,13,1,3,2,2,8,10,2,100.000
60,23,2,14,1,3,1,1,7,9,2,2.672
