subject number,age,sex,trial number,block number,condition,start lane,visonset lane,obstacle left,obstacle right,finish lane,response time
33,25,2,24,2,1,0,0,3,6,2,1.734
33,25,2,25,2,1,0,0,9,8,2,4.278
33,25,2,26,2,1,0,0,9,1,1,1.734
33,25,2,27,2,1,0,0,7,4,1,2.440
33,25,2,28,2,1,0,0,8,1,1,3.672
33,25,2,29,2,1,0,0,1,10,2,1.178
33,25,2,30,2,1,0,0,3,4,2,25.962
33,25,2,31,2,1,0,0,10,8,1,3.976
33,25,2,32,2,1,0,0,8,4,1,1.834
33,25,2,33,2,1,0,0,3,9,2,1.346
33,25,2,34,2,1,0,0,2,3,2,3.066
33,25,2,35,2,1,0,0,9,7,1,3.082
33,25,2,36,2,1,0,0,2,4,2,1.734
33,25,2,37,2,1,0,0,6,8,2,1.834
33,25,2,38,2,1,0,0,2,5,2,2.086
33,25,2,39,2,1,0,0,1,5,2,2.070
33,25,2,40,2,1,0,0,10,9,1,2.930
34,21,2,1,1,4,1,2,4,3,2,-4.816
34,21,2,2,1,4,1,1,10,9,1,100.000
34,21,2,3,1,4,2,2,7,10,2,100.000
34,21,2,4,1,4,1,2,9,3,1,0.546
34,21,2,5,1,4,1,2,1,4,2,-12.188
34,21,2,6,1,4,1,2,2,6,2,-2.538
34,21,2,7,1,4,2,2,10,1,1,1.388
34,21,2,8,1,4,2,2,2,3,2,100.000
34,21,2,9,1,4,1,2,7,2,1,0.360
34,21,2,10,1,4,2,2,5,3,2,100.000
34,21,2,11,1,4,1,1,6,1,1,100.000
34,21,2,12,1,4,2,2,8,9,2,100.000
34,21,2,13,1,4,2,2,7,3,1,0.402
34,21,2,14,1,4,1,2,7,1,1,0.402
34,21,2,15,1,4,2,2,2,1,2,100.000
34,21,2,16,1,4,2,2,1,8,2,100.000
34,21,2,17,1,4,1,2,8,5,1,0.034
34,21,2,18,1,4,2,2,9,1,1,0.124
34,21,2,19,1,4,1,2,2,4,2,-12.754
34,21,2,20,1,4,2,1,6,8,2,2.038
34,21,2,21,2,3,1,1,6,3,1,100.000
34,21,2,22,2,3,2,2,7,8,2,100.000
34,21,2,23,2,3,1,1,7,9,1,100.000
34,21,2,24,2,3,1,1,8,3,1,100.000
34,21,2,25,2,3,1,1,6,9,2,1.394
34,21,2,26,2,3,2,2,2,5,2,100.000
34,21,2,27,2,3,1,1,1,5,2,1.198
34,21,2,28,2,3,1,1,5,9,2,1.066
34,21,2,29,2,3,1,1,5,6,1,100.000
34,21,2,30,2,3,2,2,9,2,1,0.948
34,21,2,31,2,3,2,2,2,10,2,100.000
34,21,2,32,2,3,1,1,8,2,1,100.000
34,21,2,33,2,3,1,1,10,4,1,100.000
34,21,2,34,2,3,1,1,10,5,1,100.000
34,21,2,35,2,3,2,2,10,8,1,0.832
34,21,2,36,2,3,1,1,1,3,2,1.520
34,21,2,37,2,3,1,1,10,6,1,100.000
34,21,2,38,2,3,2,2,6,7,2,100.000
34,21,2,39,2,3,2,2,5,7,2,100.000
34,21,2,40,2,3,2,2,3,10,2,100.000
35,23,1,1,1,1,0,0,6,8,2,31.118
35,23,1,2,1,1,0,0,2,7,2,15.736
35,23,1,3,1,1,0,0,7,8,2,4.632
35,23,1,4,1,1,0,0,2,8,2,3.470
35,23,1,5,1,1,0,0,1,5,2,5.894
35,23,1,6,1,1,0,0,1,10,2,6.620
35,23,1,7,1,1,0,0,3,4,2,21.362
35,23,1,8,1,1,0,0,9,1,1,3.300
35,23,1,9,1,1,0,0,7,5,1,4.040
35,23,1,10,1,1,0,0,4,6,2,2.238
35,23,1,11,1,1,0,0,5,4,1,5.828
35,23,1,12,1,1,0,0,1,8,2,2.256
35,23,1,13,1,1,0,0,6,1,1,1.902
35,23,1,14,1,1,0,0,1,3,1,5.338
35,23,1,15,1,1,0,0,2,4,1,3.098
35,23,1,16,1,1,0,0,3,2,2,2.156
35,23,1,17,1,1,0,0,1,4,1,1.700
35,23,1,18,1,1,0,0,2,6,2,1.952
35,23,1,19,1,1,0,0,9,8,1,4.834
35,23,1,20,1,1,0,0,2,10,2,1.430
35,23,1,21,2,2,0,0,10,7,1,8.794
35,23,1,22,2,2,0,0,5,6,2,21.962
35,23,1,23,2,2,0,0,6,7,1,10.584
35,23,1,24,2,2,0,0,4,10,2,1.462
35,23,1,25,2,2,0,0,9,5,1,3.272
35,23,1,26,2,2,0,0,9,7,1,2.094
35,23,1,27,2,2,0,0,8,5,1,3.524
35,23,1,28,2,2,0,0,3,10,2,1.266
35,23,1,29,2,2,0,0,7,1,1,3.088
35,23,1,30,2,2,0,0,9,6,1,2.582
35,23,1,31,2,2,0,0,5,2,1,3.300
35,23,1,32,2,2,0,0,7,4,1,3.272
35,23,1,33,2,2,0,0,4,8,2,2.466
35,23,1,34,2,2,0,0,10,6,1,1.082
35,23,1,35,2,2,0,0,10,5,1,1.064
35,23,1,36,2,2,0,0,4,9,2,2.060
35,23,1,37,2,2,0,0,10,9,1,1.142
35,23,1,38,2,2,0,0,2,9,2,2.228
35,23,1,39,2,2,0,0,2,1,1,4.892
35,23,1,40,2,2,0,0,10,8,1,1.588
36,23,1,1,1,3,1,1,10,8,1,100.000
36,23,1,2,1,3,1,1,6,9,2,1.352
36,23,1,3,1,3,1,1,6,5,1,100.000
36,23,1,4,1,3,2,2,4,10,2,100.000
36,23,1,5,1,3,1,1,7,10,2,1.126
36,23,1,6,1,3,1,1,3,5,2,1.830
36,23,1,7,1,3,1,1,2,1,1,100.000
36,23,1,8,1,3,2,2,4,8,2,100.000
36,23,1,9,1,3,2,2,10,3,1,1.168
36,23,1,10,1,3,2,2,9,10,2,100.000
36,23,1,11,1,3,1,1,1,5,2,1.820
36,23,1,12,1,3,2,2,2,3,2,100.000
36,23,1,13,1,3,1,1,2,10,2,0.984
36,23,1,14,1,3,2,2,6,3,1,1.346
36,23,1,15,1,3,1,1,1,3,2,1.828
36,23,1,16,1,3,2,2,1,7,2,100.000
36,23,1,17,1,3,1,1,9,3,1,100.000
36,23,1,18,1,3,1,1,8,5,1,100.000
36,23,1,19,1,3,1,1,7,4,1,100.000
36,23,1,20,1,3,2,2,5,4,1,1.468
36,23,1,21,2,4,1,1,10,6,1,100.000
36,23,1,22,2,4,2,2,6,1,1,0.940
36,23,1,23,2,4,2,2,10,1,1,1.554
36,23,1,24,2,4,1,1,7,6,1,100.000
36,23,1,25,2,4,1,1,7,8,2,2.020
36,23,1,26,2,4,2,2,7,3,1,1.014
36,23,1,27,2,4,2,2,5,7,2,100.000
36,23,1,28,2,4,2,2,6,4,1,0.740
36,23,1,29,2,4,1,1,2,4,2,1.026
36,23,1,30,2,4,1,1,8,1,1,100.000
36,23,1,31,2,4,1,1,1,9,2,1.040
36,23,1,32,2,4,2,2,5,9,2,100.000
36,23,1,33,2,4,1,1,8,6,1,100.000
36,23,1,34,2,4,2,2,5,10,2,100.000
36,23,1,35,2,4,1,1,2,5,2,0.970
36,23,1,36,2,4,1,1,4,9,2,0.054
36,23,1,37,2,4,2,2,9,7,1,1.328
36,23,1,38,2,4,1,1,8,3,1,100.000
36,23,1,39,2,4,2,2,8,9,2,100.000
36,23,1,40,2,4,2,2,4,1,1,0.480
37,20,2,1,1,2,0,0,6,1,1,15.716
37,20,2,2,1,2,0,0,1,3,2,29.886
37,20,2,3,1,2,0,0,4,1,1,3.072
37,20,2,4,1,2,0,0,3,5,1,2.094
37,20,2,5,1,2,0,0,8,2,1,1.250
37,20,2,6,1,2,0,0,5,4,1,1.236
37,20,2,7,1,2,0,0,5,9,2,0.814
37,20,2,8,1,2,0,0,4,3,1,3.772
37,20,2,9,1,2,0,0,4,9,2,1.486
37,20,2,10,1,2,0,0,10,7,1,1.166
37,20,2,11,1,2,0,0,7,1,1,1.178
37,20,2,12,1,2,0,0,7,6,1,0.644
37,20,2,13,1,2,0,0,6,4,1,0.998
37,20,2,14,1,2,0,0,9,10,2,0.812
37,20,2,15,1,2,0,0,9,3,1,0.644
37,20,2,16,1,2,0,0,2,7,2,0.794
37,20,2,17,1,2,0,0,10,2,1,0.678
37,20,2,18,1,2,0,0,10,6,1,0.592
37,20,2,19,1,2,0,0,5,1,1,0.880
37,20,2,20,1,2,0,0,8,7,1,7.282
37,20,2,21,2,1,0,0,6,3,1,5.846
37,20,2,22,2,1,0,0,7,4,1,1.008
37,20,2,23,2,1,0,0,1,10,2,0.858
37,20,2,24,2,1,0,0,3,10,2,0.772
37,20,2,25,2,1,0,0,9,8,2,1.262
37,20,2,26,2,1,0,0,6,5,1,7.648
37,20,2,27,2,1,0,0,5,10,2,0.976
37,20,2,28,2,1,0,0,5,8,2,0.824
37,20,2,29,2,1,0,0,9,2,1,1.212
37,20,2,30,2,1,0,0,7,5,1,0.940
37,20,2,31,2,1,0,0,6,9,2,2.744
37,20,2,32,2,1,0,0,8,6,1,0.890
37,20,2,33,2,1,0,0,7,9,1,1.160
37,20,2,34,2,1,0,0,2,1,1,1.634
37,20,2,35,2,1,0,0,6,2,1,1.634
37,20,2,36,2,1,0,0,10,8,1,1.076
37,20,2,37,2,1,0,0,8,3,1,1.514
37,20,2,38,2,1,0,0,10,4,1,0.756
37,20,2,39,2,1,0,0,8,4,1,0.926
37,20,2,40,2,1,0,0,3,7,2,2.524
38,23,2,1,1,4,2,2,8,2,1,2.264
38,23,2,2,1,4,1,2,6,2,1,2.006
38,23,2,3,1,4,1,1,4,5,2,3.688
38,23,2,4,1,4,2,2,6,9,1,2.996
38,23,2,5,1,4,2,2,6,8,1,1.946
38,23,2,6,1,4,1,1,10,6,1,100.000
38,23,2,7,1,4,2,2,7,10,2,100.000
38,23,2,8,1,4,1,2,10,2,1,0.938
38,23,2,9,1,4,2,2,3,10,2,-2.030
38,23,2,10,1,4,2,2,8,9,2,3.686
38,23,2,11,1,4,2,2,7,5,2,2.712
38,23,2,12,1,4,1,1,9,7,1,100.000
38,23,2,13,1,4,2,2,2,3,2,100.000
38,23,2,14,1,4,1,1,4,10,2,0.154
38,23,2,15,1,4,2,2,4,7,2,3.328
38,23,2,16,1,4,2,2,5,8,1,1.766
38,23,2,17,1,4,1,1,8,10,2,1.418
38,23,2,18,1,4,2,2,6,3,1,2.446
38,23,2,19,1,4,2,2,2,5,2,100.000
38,23,2,20,1,4,2,2,4,3,2,-4.524
38,23,2,21,2,3,1,1,10,1,1,0.912
38,23,2,22,2,3,1,1,4,6,2,1.278
38,23,2,23,2,3,2,2,8,7,1,0.924
38,23,2,24,2,3,2,2,9,10,2,100.000
38,23,2,25,2,3,1,1,3,9,2,0.606
38,23,2,26,2,3,2,2,4,8,2,100.000
38,23,2,27,2,3,1,1,7,2,1,100.000
38,23,2,28,2,3,1,1,4,9,2,1.884
38,23,2,29,2,3,2,2,9,2,1,1.996
38,23,2,30,2,3,2,2,7,3,1,3.138
38,23,2,31,2,3,2,2,10,5,1,1.786
38,23,2,32,2,3,1,1,6,7,1,2.718
38,23,2,33,2,3,2,2,6,5,2,100.000
38,23,2,34,2,3,1,1,1,2,2,1.682
38,23,2,35,2,3,1,1,9,1,1,100.000
38,23,2,36,2,3,1,1,3,5,2,2.734
38,23,2,37,2,3,2,2,3,8,2,100.000
38,23,2,38,2,3,2,2,9,5,2,100.000
38,23,2,39,2,3,1,1,2,4,2,1.320
38,23,2,40,2,3,2,2,8,1,1,2.256
39,20,1,1,1,1,0,0,3,4,2,14.602
39,20,1,2,1,1,0,0,1,9,2,4.822
39,20,1,3,1,1,0,0,7,6,1,3.826
39,20,1,4,1,1,0,0,5,4,1,5.260
39,20,1,5,1,1,0,0,3,9,2,2.778
39,20,1,6,1,1,0,0,8,4,1,4.124
39,20,1,7,1,1,0,0,8,6,1,2.414
39,20,1,8,1,1,0,0,7,2,1,4.836
39,20,1,9,1,1,0,0,10,2,1,7.156
39,20,1,10,1,1,0,0,7,3,1,2.518
39,20,1,11,1,1,0,0,3,5,2,6.208
39,20,1,12,1,1,0,0,1,7,2,1.676
39,20,1,13,1,1,0,0,8,3,1,1.480
39,20,1,14,1,1,0,0,2,5,2,2.360
39,20,1,15,1,1,0,0,1,3,2,2.114
39,20,1,16,1,1,0,0,2,8,2,1.546
39,20,1,17,1,1,0,0,9,2,1,1.448
39,20,1,18,1,1,0,0,3,2,1,2.142
39,20,1,19,1,1,0,0,9,5,1,1.608
39,20,1,20,1,1,0,0,6,5,1,3.376
39,20,1,21,2,2,0,0,5,7,2,2.868
39,20,1,22,2,2,0,0,4,7,2,2.024
39,20,1,23,2,2,0,0,1,6,2,3.028
39,20,1,24,2,2,0,0,4,6,2,2.818
39,20,1,25,2,2,0,0,7,8,2,4.348
39,20,1,26,2,2,0,0,1,4,2,1.876
39,20,1,27,2,2,0,0,6,2,1,1.352
39,20,1,28,2,2,0,0,1,8,2,1.772
39,20,1,29,2,2,0,0,10,3,1,1.124
39,20,1,30,2,2,0,0,8,9,1,4.954
39,20,1,31,2,2,0,0,9,6,1,4.142
39,20,1,32,2,2,0,0,9,7,2,3.128
39,20,1,33,2,2,0,0,4,10,2,2.368
39,20,1,34,2,2,0,0,4,9,2,1.744
39,20,1,35,2,2,0,0,1,10,2,1.626
39,20,1,36,2,2,0,0,10,5,1,1.070
39,20,1,37,2,2,0,0,5,8,2,3.206
39,20,1,38,2,2,0,0,6,3,1,2.454
39,20,1,39,2,2,0,0,1,5,2,2.348
39,20,1,40,2,2,0,0,2,4,2,4.218
40,21,2,1,1,3,1,1,9,2,1,100.000
40,21,2,2,1,3,2,2,3,5,2,100.000
40,21,2,3,1,3,2,2,7,2,1,1.230
40,21,2,4,1,3,1,1,6,5,1,3.466
40,21,2,5,1,3,1,1,8,1,1,100.000
40,21,2,6,1,3,1,1,3,4,2,4.092
40,21,2,7,1,3,2,2,5,8,2,2.004
40,21,2,8,1,3,2,2,5,2,1,0.882
40,21,2,9,1,3,1,1,1,7,2,1.778
40,21,2,10,1,3,2,1,9,7,2,3.464
40,21,2,11,1,3,1,1,7,4,1,100.000
40,21,2,12,1,3,2,2,3,2,1,2.296
40,21,2,13,1,3,1,1,4,9,2,1.034
40,21,2,14,1,3,2,2,7,8,2,2.710
40,21,2,15,1,3,2,2,2,4,2,100.000
40,21,2,16,1,3,1,1,10,9,1,1.152
40,21,2,17,1,3,1,1,3,9,2,1.096
40,21,2,18,1,3,1,1,8,2,1,100.000
40,21,2,19,1,3,2,2,1,4,2,1.436
40,21,2,20,1,3,1,1,8,3,1,100.000
40,21,2,21,2,4,1,1,3,6,2,3.504
40,21,2,22,2,4,2,2,2,6,2,0.838
40,21,2,23,2,4,2,2,5,9,2,100.000
40,21,2,24,2,4,1,1,9,6,1,100.000
40,21,2,25,2,4,2,2,6,10,2,100.000
40,21,2,26,2,4,1,1,10,7,1,100.000
40,21,2,27,2,4,2,2,5,4,1,2.924
40,21,2,28,2,4,2,2,1,2,2,100.000
40,21,2,29,2,4,1,1,9,1,1,100.000
40,21,2,30,2,4,2,2,7,6,1,0.316
40,21,2,31,2,4,1,1,9,8,2,2.044
40,21,2,32,2,4,2,2,10,8,1,1.048
40,21,2,33,2,4,1,1,1,5,2,1.048
40,21,2,34,2,4,1,1,8,6,1,100.000
40,21,2,35,2,4,1,1,1,3,2,1.026
40,21,2,36,2,4,2,2,1,6,2,100.000
40,21,2,37,2,4,1,1,4,8,2,0.494
40,21,2,38,2,4,1,1,5,7,2,0.344
40,21,2,39,2,4,2,2,6,4,1,1.674
40,21,2,40,2,4,1,1,7,3,1,100.000
41,20,1,1,1,2,0,0,6,3,1,8.672
41,20,1,2,1,2,0,0,6,10,2,4.674
41,20,1,3,1,2,0,0,7,4,1,1.168
41,20,1,4,1,2,0,0,2,1,1,4.234
41,20,1,5,1,2,0,0,10,5,1,1.098
41,20,1,6,1,2,0,0,5,9,2,0.812
41,20,1,7,1,2,0,0,6,4,1,0.780
41,20,1,8,1,2,0,0,4,5,2,1.116
41,20,1,9,1,2,0,0,2,9,2,1.100
41,20,1,10,1,2,0,0,3,4,2,2.178
41,20,1,11,1,2,0,0,8,1,1,1.666
41,20,1,12,1,2,0,0,4,9,2,0.954
41,20,1,13,1,2,0,0,2,5,2,2.230
41,20,1,14,1,2,0,0,3,2,1,1.336
41,20,1,15,1,2,0,0,1,6,2,0.830
41,20,1,16,1,2,0,0,10,4,1,0.864
41,20,1,17,1,2,0,0,6,2,1,0.780
41,20,1,18,1,2,0,0,8,5,1,0.796
41,20,1,19,1,2,0,0,3,5,2,1.082
41,20,1,20,1,2,0,0,10,8,1,1.030
41,20,1,21,2,1,0,0,9,3,1,5.188
41,20,1,22,2,1,0,0,2,7,2,1.280
41,20,1,23,2,1,0,0,10,1,1,0.840
41,20,1,24,2,1,0,0,7,10,2,0.992
41,20,1,25,2,1,0,0,6,5,1,0.876
41,20,1,26,2,1,0,0,10,9,1,0.992
41,20,1,27,2,1,0,0,1,3,2,1.430
41,20,1,28,2,1,0,0,2,10,2,0.940
41,20,1,29,2,1,0,0,4,2,1,0.874
41,20,1,30,2,1,0,0,7,1,1,0.824
41,20,1,31,2,1,0,0,2,8,2,1.362
41,20,1,32,2,1,0,0,1,4,2,0.974
41,20,1,33,2,1,0,0,7,3,1,0.876
41,20,1,34,2,1,0,0,5,1,1,0.756
41,20,1,35,2,1,0,0,3,8,2,0.974
41,20,1,36,2,1,0,0,7,5,1,1.632
41,20,1,37,2,1,0,0,6,7,2,1.278
41,20,1,38,2,1,0,0,4,8,2,1.092
41,20,1,39,2,1,0,0,9,1,1,0.926
41,20,1,40,2,1,0,0,3,10,2,0.806
42,26,1,1,1,4,2,2,3,2,1,1.874
42,26,1,2,1,4,2,2,3,6,2,100.000
42,26,1,3,1,4,1,1,9,4,1,100.000
42,26,1,4,1,4,2,2,6,4,1,3.036
42,26,1,5,1,4,2,2,1,8,2,100.000
42,26,1,6,1,4,1,1,8,9,1,100.000
42,26,1,7,1,4,2,2,3,1,1,2.108
42,26,1,8,1,4,1,1,8,10,2,1.594
42,26,1,9,1,4,2,2,1,2,1,3.360
42,26,1,10,1,4,1,1,2,6,2,1.574
42,26,1,11,1,4,2,2,8,4,1,1.192
42,26,1,12,1,4,2,2,7,1,1,2.388
42,26,1,13,1,4,2,2,9,10,2,100.000
42,26,1,14,1,4,1,1,2,5,2,2.612
42,26,1,15,1,4,2,2,7,3,1,1.550
42,26,1,16,1,4,2,2,9,3,1,0.714
42,26,1,17,1,4,1,1,7,9,1,100.000
42,26,1,18,1,4,2,2,10,5,1,1.204
42,26,1,19,1,4,2,2,10,7,1,1.272
42,26,1,20,1,4,2,2,5,4,1,2.792
42,26,1,21,2,3,1,1,6,9,2,1.738
42,26,1,22,2,3,2,2,1,5,2,100.000
42,26,1,23,2,3,2,2,4,3,1,1.818
42,26,1,24,2,3,2,2,3,10,2,100.000
42,26,1,25,2,3,1,1,3,8,2,1.252
42,26,1,26,2,3,2,2,6,10,2,100.000
42,26,1,27,2,3,2,2,9,1,1,1.474
42,26,1,28,2,3,1,1,4,10,2,1.128
42,26,1,29,2,3,2,2,9,2,1,1.118
42,26,1,30,2,3,2,2,7,4,1,1.556
42,26,1,31,2,3,2,2,6,8,2,100.000
42,26,1,32,2,3,1,1,2,8,2,1.062
42,26,1,33,2,3,2,2,7,2,1,1.058
42,26,1,34,2,3,1,1,8,7,1,100.000
42,26,1,35,2,3,2,2,4,2,1,1.960
42,26,1,36,2,3,2,2,2,10,2,100.000
42,26,1,37,2,3,2,2,1,4,2,100.000
42,26,1,38,2,3,1,1,5,3,1,100.000
42,26,1,39,2,3,2,2,6,1,1,1.248
42,26,1,40,2,3,1,1,10,1,1,100.000
43,27,2,1,1,1,0,0,7,8,2,10.326
43,27,2,2,1,1,0,0,6,2,1,6.822
43,27,2,3,1,1,0,0,10,8,1,8.152
43,27,2,4,1,1,0,0,1,7,2,4.968
43,27,2,5,1,1,0,0,3,4,2,6.974
43,27,2,6,1,1,0,0,6,5,1,7.158
43,27,2,7,1,1,0,0,7,2,1,3.722
43,27,2,8,1,1,0,0,6,7,2,8.068
43,27,2,9,1,1,0,0,1,6,2,5.914
43,27,2,10,1,1,0,0,3,2,1,4.782
43,27,2,11,1,1,0,0,5,10,2,4.194
43,27,2,12,1,1,0,0,8,5,1,2.356
43,27,2,13,1,1,0,0,9,6,1,8.810
43,27,2,14,1,1,0,0,2,10,2,6.468
43,27,2,15,1,1,0,0,5,7,2,4.194
43,27,2,16,1,1,0,0,2,1,2,12.196
43,27,2,17,1,1,0,0,5,9,2,1.784
43,27,2,18,1,1,0,0,9,3,1,1.564
43,27,2,19,1,1,0,0,6,8,2,2.356
43,27,2,20,1,1,0,0,1,3,2,3.082
43,27,2,21,2,2,0,0,1,8,2,7.210
43,27,2,22,2,2,0,0,5,2,1,26.138
43,27,2,23,2,2,0,0,2,8,2,1.704
43,27,2,24,2,2,0,0,7,3,1,0.932
43,27,2,25,2,2,0,0,7,10,2,1.450
43,27,2,26,2,2,0,0,9,1,1,1.266
43,27,2,27,2,2,0,0,8,9,2,2.074
43,27,2,28,2,2,0,0,10,6,1,0.878
43,27,2,29,2,2,0,0,10,4,1,1.166
43,27,2,30,2,2,0,0,10,1,1,0.710
43,27,2,31,2,2,0,0,3,8,2,0.924
43,27,2,32,2,2,0,0,5,1,1,1.048
43,27,2,33,2,2,0,0,1,4,2,1.404
43,27,2,34,2,2,0,0,3,10,2,0.710
43,27,2,35,2,2,0,0,4,2,1,0.862
43,27,2,36,2,2,0,0,7,9,2,0.694
43,27,2,37,2,2,0,0,9,2,1,0.914
43,27,2,38,2,2,0,0,3,5,2,3.508
43,27,2,39,2,2,0,0,3,6,1,2.430
43,27,2,40,2,2,0,0,10,9,1,1.638
44,23,2,1,1,3,2,2,3,1,1,3.092
44,23,2,2,1,3,2,2,2,8,2,100.000
44,23,2,3,1,3,1,1,2,6,2,1.770
44,23,2,4,1,3,2,2,10,7,1,1.714
44,23,2,5,1,3,1,1,10,8,1,100.000
44,23,2,6,1,3,1,1,9,1,1,100.000
44,23,2,7,1,3,1,1,8,5,1,100.000
44,23,2,8,1,3,2,2,9,8,2,100.000
44,23,2,9,1,3,1,1,4,6,2,1.952
44,23,2,10,1,3,1,1,6,8,2,1.694
44,23,2,11,1,3,2,2,2,5,2,100.000
44,23,2,12,1,3,1,1,5,10,2,1.380
44,23,2,13,1,3,1,1,6,10,2,1.296
44,23,2,14,1,3,2,2,1,10,2,100.000
44,23,2,15,1,3,1,1,1,7,2,2.314
44,23,2,16,1,3,2,2,2,9,2,100.000
44,23,2,17,1,3,1,1,1,5,2,1.942
44,23,2,18,1,3,2,2,7,2,1,1.608
44,23,2,19,1,3,2,2,5,6,2,100.000
44,23,2,20,1,3,1,1,1,4,2,1.998
44,23,2,21,2,4,2,2,4,10,2,100.000
44,23,2,22,2,4,1,1,10,2,1,100.000
44,23,2,23,2,4,2,2,9,4,1,0.902
44,23,2,24,2,4,2,2,5,4,2,2.282
44,23,2,25,2,4,1,1,4,3,1,100.000
44,23,2,26,2,4,2,2,2,1,1,3.062
44,23,2,27,2,4,1,1,7,9,1,100.000
44,23,2,28,2,4,2,2,3,10,2,100.000
44,23,2,29,2,4,2,2,7,6,1,1.462
44,23,2,30,2,4,2,1,9,10,2,1.656
44,23,2,31,2,4,1,1,6,9,2,0.118
44,23,2,32,2,4,2,2,7,4,1,0.342
44,23,2,33,2,4,1,1,6,1,1,100.000
44,23,2,34,2,4,2,2,4,8,2,100.000
44,23,2,35,2,4,2,2,2,4,2,100.000
44,23,2,36,2,4,1,1,7,8,2,3.102
44,23,2,37,2,4,1,1,3,2,1,100.000
44,23,2,38,2,4,2,2,1,8,2,100.000
44,23,2,39,2,4,1,1,9,5,1,100.000
44,23,2,40,2,4,2,2,5,7,2,100.000
45,24,1,1,1,2,0,0,8,6,1,10.862
45,24,1,2,1,2,0,0,5,2,1,7.370
45,24,1,3,1,2,0,0,5,4,1,2.482
45,24,1,4,1,2,0,0,2,4,2,1.402
45,24,1,5,1,2,0,0,2,10,2,1.502
45,24,1,6,1,2,0,0,10,8,1,1.316
45,24,1,7,1,2,0,0,7,4,1,1.216
45,24,1,8,1,2,0,0,1,3,2,1.774
45,24,1,9,1,2,0,0,6,7,2,1.066
45,24,1,10,1,2,0,0,5,10,2,1.082
45,24,1,11,1,2,0,0,3,6,2,6.704
45,24,1,12,1,2,0,0,9,5,1,5.414
45,24,1,13,1,2,0,0,3,8,2,1.284
45,24,1,14,1,2,0,0,4,10,2,0.848
45,24,1,15,1,2,0,0,1,6,2,1.064
45,24,1,16,1,2,0,0,9,3,1,1.304
45,24,1,17,1,2,0,0,1,8,2,1.184
45,24,1,18,1,2,0,0,5,6,2,15.270
45,24,1,19,1,2,0,0,5,8,2,1.098
45,24,1,20,1,2,0,0,4,8,2,1.526
45,24,1,21,2,1,0,0,4,9,2,9.468
45,24,1,22,2,1,0,0,6,4,1,1.414
45,24,1,23,2,1,0,0,2,1,1,6.958
45,24,1,24,2,1,0,0,1,10,2,0.942
45,24,1,25,2,1,0,0,10,9,1,1.178
45,24,1,26,2,1,0,0,6,10,2,1.010
45,24,1,27,2,1,0,0,1,9,2,1.010
45,24,1,28,2,1,0,0,9,6,1,2.188
45,24,1,29,2,1,0,0,3,2,1,3.066
45,24,1,30,2,1,0,0,9,8,2,2.476
45,24,1,31,2,1,0,0,3,10,2,1.802
45,24,1,32,2,1,0,0,7,3,1,1.262
45,24,1,33,2,1,0,0,4,1,1,1.210
45,24,1,34,2,1,0,0,1,7,2,0.908
45,24,1,35,2,1,0,0,1,5,2,4.480
45,24,1,36,2,1,0,0,7,10,2,0.790
45,24,1,37,2,1,0,0,5,7,2,1.144
45,24,1,38,2,1,0,0,5,3,1,1.650
45,24,1,39,2,1,0,0,7,9,1,1.480
45,24,1,40,2,1,0,0,7,8,1,3.602
46,25,2,1,1,4,1,1,4,8,2,1.506
46,25,2,2,1,4,1,1,10,3,1,100.000
46,25,2,3,1,4,2,2,5,9,2,100.000
46,25,2,4,1,4,1,2,7,4,1,0.170
46,25,2,5,1,4,1,2,6,10,2,-0.176
46,25,2,6,1,4,2,2,3,6,1,0.348
46,25,2,7,1,4,2,2,4,1,1,0.058
46,25,2,8,1,4,1,1,8,10,2,0.248
46,25,2,9,1,4,2,2,4,9,2,100.000
46,25,2,10,1,4,1,2,3,9,2,-0.120
46,25,2,11,1,4,1,1,7,6,1,100.000
46,25,2,12,1,4,1,1,5,3,1,100.000
46,25,2,13,1,4,2,2,4,10,2,100.000
46,25,2,14,1,4,2,2,7,10,2,100.000
46,25,2,15,1,4,1,1,3,1,1,100.000
46,25,2,16,1,4,2,2,7,1,1,0.804
46,25,2,17,1,4,2,2,6,4,1,2.458
46,25,2,18,1,4,1,1,1,6,2,1.420
46,25,2,19,1,4,2,2,7,8,1,0.738
46,25,2,20,1,4,1,1,10,9,1,100.000
46,25,2,21,2,3,2,2,9,8,1,2.430
46,25,2,22,2,3,1,1,2,9,2,1.124
46,25,2,23,2,3,1,1,10,5,1,100.000
46,25,2,24,2,3,1,1,3,7,2,1.110
46,25,2,25,2,3,2,2,7,9,1,1.968
46,25,2,26,2,3,1,1,8,6,1,100.000
46,25,2,27,2,3,2,2,2,7,2,100.000
46,25,2,28,2,3,1,1,8,5,1,100.000
46,25,2,29,2,3,1,1,1,10,2,1.240
46,25,2,30,2,3,2,2,5,4,1,2.180
46,25,2,31,2,3,1,1,8,2,1,100.000
46,25,2,32,2,3,2,2,7,5,1,1.070
46,25,2,33,2,3,2,2,6,9,2,100.000
46,25,2,34,2,3,1,1,6,5,1,100.000
46,25,2,35,2,3,1,1,10,2,1,100.000
46,25,2,36,2,3,2,2,4,3,1,1.380
46,25,2,37,2,3,2,2,2,1,1,3.846
46,25,2,38,2,3,1,1,6,2,1,100.000
46,25,2,39,2,3,1,1,5,1,1,100.000
