# subject number,age,sex,trial number,block number,condition,start lane,visonset lane,obstacle left,obstacle right,finish lane,response time,years drivers license,hours video games,sds17
20,20,1,4,1,1,1,1,7,1,1,100.000,2,0,9
20,20,1,5,1,1,2,2,6,7,2,100.000,2,0,9
20,20,1,6,1,1,1,1,7,3,1,100.000,2,0,9
20,20,1,7,1,1,1,1,2,1,1,100.000,2,0,9
20,20,1,8,2,2,2,2,6,2,1,0.930,2,0,9
20,20,1,9,2,2,1,1,4,6,2,0.960,2,0,9
20,20,1,10,2,2,2,2,7,4,1,1.012,2,0,9
20,20,1,11,2,2,2,2,6,3,1,1.062,2,0,9
20,20,1,12,2,2,1,1,6,5,1,100.000,2,0,9
20,20,1,13,2,2,1,1,5,7,2,1.012,2,0,9
20,20,1,14,2,2,1,1,3,2,1,100.000,2,0,9
20,20,1,15,3,4,1,1,5,6,2,2.188,2,0,9
20,20,1,16,3,4,1,1,3,6,2,1.986,2,0,9
20,20,1,17,3,4,1,1,3,5,2,3.194,2,0,9
20,20,1,18,3,4,1,1,1,6,2,2.154,2,0,9
20,20,1,19,3,4,1,1,7,6,1,100.000,2,0,9
20,20,1,20,3,4,1,1,1,2,2,3.072,2,0,9
20,20,1,21,3,4,2,2,2,4,2,100.000,2,0,9
20,20,1,22,4,3,2,2,2,6,2,100.000,2,0,9
20,20,1,23,4,3,2,2,3,4,2,100.000,2,0,9
20,20,1,24,4,3,2,2,2,4,2,100.000,2,0,9
20,20,1,25,4,3,2,2,2,1,1,1.096,2,0,9
20,20,1,26,4,3,2,2,3,2,1,0.588,2,0,9
20,20,1,27,4,3,2,2,3,1,1,0.416,2,0,9
20,20,1,28,4,3,1,1,7,5,1,100.000,2,0,9
21,20,1,8,2,3,1,1,5,7,2,0.494,2,4,11
21,20,1,9,2,3,1,1,4,6,1,100.000,2,4,11
21,20,1,10,2,3,2,2,6,7,2,100.000,2,4,11
21,20,1,11,2,3,1,1,4,5,1,100.000,2,4,11
21,20,1,12,2,3,2,2,7,1,1,0.376,2,4,11
21,20,1,13,2,3,1,1,6,3,1,100.000,2,4,11
21,20,1,14,2,3,2,2,1,6,2,100.000,2,4,11
21,20,1,1,1,4,2,2,2,7,2,100.000,2,4,11
21,20,1,2,1,4,2,2,3,4,2,100.000,2,4,11
21,20,1,3,1,4,2,2,1,5,2,100.000,2,4,11
21,20,1,4,1,4,2,2,4,6,2,100.000,2,4,11
21,20,1,5,1,4,2,2,3,7,2,100.000,2,4,11
21,20,1,6,1,4,2,2,5,4,1,3.372,2,4,11
21,20,1,7,1,4,1,1,6,5,1,100.000,2,4,11
21,20,1,22,4,1,2,2,2,3,2,100.000,2,4,11
21,20,1,23,4,1,2,2,4,3,1,1.322,2,4,11
21,20,1,24,4,1,1,1,3,1,2,1.284,2,4,11
21,20,1,25,4,1,1,1,1,6,1,1.588,2,4,11
21,20,1,26,4,1,1,1,5,1,1,100.000,2,4,11
21,20,1,27,4,1,1,1,5,3,1,100.000,2,4,11
21,20,1,28,4,1,2,2,7,5,1,0.768,2,4,11
21,20,1,15,3,2,1,1,3,7,2,0.766,2,4,11
21,20,1,16,3,2,1,1,5,1,1,100.000,2,4,11
21,20,1,17,3,2,2,2,3,6,2,100.000,2,4,11
21,20,1,18,3,2,1,1,3,5,2,1.074,2,4,11
21,20,1,19,3,2,1,1,3,4,2,1.126,2,4,11
21,20,1,20,3,2,2,2,7,2,1,0.784,2,4,11
21,20,1,21,3,2,2,2,1,7,2,100.000,2,4,11
22,20,1,1,1,2,1,1,6,4,1,100.000,2,0,8
22,20,1,2,1,2,2,2,2,6,2,100.000,2,0,8
22,20,1,3,1,2,2,2,4,5,2,100.000,2,0,8
22,20,1,4,1,2,1,1,6,7,2,1.530,2,0,8
22,20,1,5,1,2,1,1,3,1,1,100.000,2,0,8
22,20,1,6,1,2,1,1,2,5,2,1.052,2,0,8
22,20,1,7,1,2,1,1,2,3,2,2.472,2,0,8
22,20,1,8,2,1,1,1,3,7,2,0.852,2,0,8
22,20,1,9,2,1,2,2,7,6,1,0.800,2,0,8
22,20,1,10,2,1,2,2,7,4,1,0.726,2,0,8
22,20,1,11,2,1,1,1,1,2,1,100.000,2,0,8
22,20,1,12,2,1,2,2,3,6,2,100.000,2,0,8
22,20,1,13,2,1,1,1,4,1,1,100.000,2,0,8
22,20,1,14,2,1,1,1,1,7,2,0.790,2,0,8
22,20,1,15,3,4,1,1,2,3,2,0.958,2,0,8
22,20,1,16,3,4,1,1,2,1,2,3.414,2,0,8
22,20,1,17,3,4,1,1,6,1,1,100.000,2,0,8
22,20,1,18,3,4,1,1,5,7,2,0.812,2,0,8
22,20,1,19,3,4,1,1,1,7,2,0.176,2,0,8
22,20,1,20,3,4,1,1,6,7,2,0.110,2,0,8
22,20,1,21,3,4,1,1,6,3,1,100.000,2,0,8
22,20,1,22,4,3,2,2,3,5,2,100.000,2,0,8
22,20,1,23,4,3,1,1,7,4,1,100.000,2,0,8
22,20,1,24,4,3,2,2,4,3,1,0.642,2,0,8
22,20,1,25,4,3,1,1,2,5,2,0.404,2,0,8
22,20,1,26,4,3,2,2,4,2,1,0.276,2,0,8
22,20,1,27,4,3,2,2,1,3,2,100.000,2,0,8
22,20,1,28,4,3,2,2,2,3,2,100.000,2,0,8
23,19,1,1,1,1,1,1,2,4,1,100.000,2,0,7
23,19,1,2,1,1,2,2,4,5,2,100.000,2,0,7
23,19,1,3,1,1,1,1,6,4,1,100.000,2,0,7
23,19,1,4,1,1,1,1,2,5,2,0.968,2,0,7
23,19,1,5,1,1,2,2,7,2,1,0.926,2,0,7
23,19,1,6,1,1,1,1,5,6,1,100.000,2,0,7
23,19,1,7,1,1,2,2,2,6,2,100.000,2,0,7
23,19,1,8,2,2,1,1,1,6,2,1.056,2,0,7
23,19,1,9,2,2,1,1,5,6,1,100.000,2,0,7
23,19,1,10,2,2,1,1,7,5,1,100.000,2,0,7
23,19,1,11,2,2,2,2,4,7,2,100.000,2,0,7
23,19,1,12,2,2,2,2,4,2,2,100.000,2,0,7
23,19,1,13,2,2,1,1,1,2,1,100.000,2,0,7
23,19,1,14,2,2,1,1,1,4,2,2.680,2,0,7
23,19,1,15,3,3,1,1,2,7,2,0.482,2,0,7
23,19,1,16,3,3,1,1,6,5,2,0.668,2,0,7
23,19,1,17,3,3,1,1,5,1,1,100.000,2,0,7
23,19,1,18,3,3,2,2,6,2,1,0.524,2,0,7
23,19,1,19,3,3,2,2,1,2,2,100.000,2,0,7
23,19,1,20,3,3,2,2,1,4,2,100.000,2,0,7
23,19,1,21,3,3,2,2,7,3,1,0.502,2,0,7
23,19,1,22,4,4,1,1,2,6,2,1.026,2,0,7
23,19,1,23,4,4,2,2,4,7,2,100.000,2,0,7
23,19,1,24,4,4,2,2,1,4,2,100.000,2,0,7
23,19,1,25,4,4,2,2,4,2,1,0.322,2,0,7
23,19,1,26,4,4,1,2,1,3,2,-0.024,2,0,7
23,19,1,27,4,4,2,2,2,5,2,100.000,2,0,7
23,19,1,28,4,4,1,1,5,3,1,100.000,2,0,7
24,21,1,1,1,3,1,1,5,6,1,1.164,4,0,10
24,21,1,2,1,3,2,2,4,7,2,100.000,4,0,10
24,21,1,3,1,3,1,1,3,2,1,100.000,4,0,10
24,21,1,4,1,3,1,1,7,2,1,100.000,4,0,10
24,21,1,5,1,3,2,2,5,2,2,100.000,4,0,10
24,21,1,6,1,3,1,1,3,4,2,0.988,4,0,10
24,21,1,7,1,3,1,1,1,3,1,0.870,4,0,10
24,21,1,8,2,4,2,2,4,5,1,2.622,4,0,10
24,21,1,9,2,4,2,2,1,2,2,3.874,4,0,10
24,21,1,10,2,4,1,1,7,3,1,100.000,4,0,10
24,21,1,11,2,4,2,2,6,3,1,0.568,4,0,10
24,21,1,12,2,4,2,2,6,5,1,0.390,4,0,10
24,21,1,13,2,4,1,2,2,5,2,-0.080,4,0,10
24,21,1,14,2,4,2,2,4,2,1,0.100,4,0,10
24,21,1,15,3,2,2,2,7,1,1,1.076,4,0,10
24,21,1,16,3,2,2,2,5,6,2,100.000,4,0,10
24,21,1,17,3,2,2,2,2,7,2,100.000,4,0,10
24,21,1,18,3,2,1,1,1,2,1,1.804,4,0,10
24,21,1,19,3,2,1,1,2,5,2,1.598,4,0,10
24,21,1,20,3,2,1,1,2,4,2,1.962,4,0,10
24,21,1,21,3,2,1,1,7,5,1,100.000,4,0,10
24,21,1,22,4,1,1,1,4,7,2,0.772,4,0,10
24,21,1,23,4,1,2,2,4,5,1,1.164,4,0,10
24,21,1,24,4,1,1,1,6,7,2,1.026,4,0,10
24,21,1,25,4,1,2,2,5,7,2,100.000,4,0,10
24,21,1,26,4,1,1,1,1,4,2,0.758,4,0,10
24,21,1,27,4,1,2,2,4,2,1,0.888,4,0,10
24,21,1,28,4,1,1,1,7,3,1,100.000,4,0,10
25,18,1,8,2,3,2,2,6,1,1,1.198,2,0,11
25,18,1,9,2,3,2,2,1,7,2,100.000,2,0,11
25,18,1,10,2,3,1,1,1,4,1,1.088,2,0,11
25,18,1,11,2,3,1,1,1,5,2,0.570,2,0,11
25,18,1,12,2,3,2,2,3,5,2,1.192,2,0,11
25,18,1,13,2,3,1,1,7,6,1,100.000,2,0,11
25,18,1,14,2,3,1,1,2,4,2,0.714,2,0,11
25,18,1,1,1,4,2,2,5,7,2,100.000,2,0,11
25,18,1,2,1,4,1,1,7,1,1,100.000,2,0,11
25,18,1,3,1,4,2,2,3,4,2,100.000,2,0,11
25,18,1,4,1,4,2,2,6,7,2,100.000,2,0,11
25,18,1,5,1,4,1,1,7,4,1,100.000,2,0,11
25,18,1,6,1,4,1,1,6,1,1,100.000,2,0,11
25,18,1,7,1,4,1,1,2,7,2,0.838,2,0,11
25,18,1,22,4,1,2,2,5,3,1,0.966,2,0,11
25,18,1,23,4,1,1,1,6,3,1,100.000,2,0,11
25,18,1,24,4,1,1,1,7,2,1,100.000,2,0,11
25,18,1,25,4,1,2,2,4,3,1,1.374,2,0,11
25,18,1,26,4,1,2,2,4,6,2,100.000,2,0,11
25,18,1,27,4,1,1,1,1,2,1,100.000,2,0,11
25,18,1,28,4,1,1,1,6,5,1,100.000,2,0,11
25,18,1,15,3,2,2,2,4,7,2,100.000,2,0,11
25,18,1,16,3,2,1,1,2,3,2,2.206,2,0,11
25,18,1,17,3,2,1,1,7,6,1,100.000,2,0,11
25,18,1,18,3,2,1,1,1,4,2,3.660,2,0,11
25,18,1,19,3,2,2,2,7,3,1,1.062,2,0,11
25,18,1,20,3,2,1,1,6,3,1,100.000,2,0,11
25,18,1,21,3,2,2,2,6,2,1,2.438,2,0,11
26,18,2,1,1,1,1,1,1,6,1,1.352,1,0,4
26,18,2,2,1,1,2,2,7,1,1,1.078,1,0,4
26,18,2,3,1,1,2,2,2,5,2,100.000,1,0,4
26,18,2,4,1,1,2,2,3,1,1,1.496,1,0,4
26,18,2,5,1,1,1,1,5,1,1,100.000,1,0,4
26,18,2,6,1,1,1,1,2,6,2,0.736,1,0,4
26,18,2,7,1,1,2,2,2,3,1,1.386,1,0,4
26,18,2,8,2,2,2,2,5,3,1,1.400,1,0,4
26,18,2,9,2,2,2,2,4,5,2,100.000,1,0,4
26,18,2,10,2,2,2,2,1,6,2,100.000,1,0,4
26,18,2,11,2,2,1,1,4,3,1,100.000,1,0,4
26,18,2,12,2,2,1,1,4,6,2,2.040,1,0,4
26,18,2,13,2,2,1,1,1,5,2,0.954,1,0,4
26,18,2,14,2,2,2,2,3,1,1,1.094,1,0,4
26,18,2,15,3,3,2,2,6,4,1,0.984,1,0,4
26,18,2,16,3,3,1,1,7,3,1,100.000,1,0,4
26,18,2,17,3,3,1,1,4,5,2,0.798,1,0,4
26,18,2,18,3,3,2,2,3,6,2,100.000,1,0,4
26,18,2,19,3,3,1,1,1,2,2,1.024,1,0,4
26,18,2,20,3,3,1,1,2,6,2,0.684,1,0,4
26,18,2,21,3,3,2,2,5,7,2,100.000,1,0,4
26,18,2,22,4,4,2,2,6,2,1,0.880,1,0,4
26,18,2,23,4,4,1,1,4,6,2,1.672,1,0,4
26,18,2,24,4,4,1,1,1,3,2,0.232,1,0,4
26,18,2,25,4,4,2,2,3,5,2,100.000,1,0,4
26,18,2,26,4,4,2,2,3,2,1,0.656,1,0,4
26,18,2,27,4,4,2,2,1,5,2,100.000,1,0,4
26,18,2,28,4,4,1,1,4,1,1,100.000,1,0,4
27,30,2,1,1,1,1,1,7,6,1,100.000,12,10,7
27,30,2,2,1,1,1,1,4,1,1,100.000,12,10,7
27,30,2,3,1,1,2,2,3,4,2,100.000,12,10,7
27,30,2,4,1,1,1,1,5,6,2,1.482,12,10,7
27,30,2,5,1,1,1,1,2,7,2,0.882,12,10,7
27,30,2,6,1,1,2,2,6,4,1,1.444,12,10,7
27,30,2,7,1,1,2,2,5,2,1,1.254,12,10,7
27,30,2,8,2,2,1,1,5,7,2,0.964,12,10,7
27,30,2,9,2,2,2,2,3,5,2,100.000,12,10,7
27,30,2,10,2,2,2,2,2,6,2,100.000,12,10,7
27,30,2,11,2,2,2,2,7,2,1,1.072,12,10,7
27,30,2,12,2,2,1,1,5,1,1,100.000,12,10,7
27,30,2,13,2,2,1,1,5,2,1,100.000,12,10,7
27,30,2,14,2,2,2,2,5,4,1,1.202,12,10,7
27,30,2,15,3,3,1,1,2,1,1,100.000,12,10,7
27,30,2,16,3,3,1,1,5,1,1,100.000,12,10,7
27,30,2,17,3,3,1,1,3,7,2,0.540,12,10,7
27,30,2,18,3,3,1,1,4,1,1,100.000,12,10,7
27,30,2,19,3,3,2,2,1,6,2,100.000,12,10,7
27,30,2,20,3,3,2,2,6,3,1,0.472,12,10,7
27,30,2,21,3,3,1,1,4,3,1,100.000,12,10,7
27,30,2,22,4,4,1,1,1,6,2,0.556,12,10,7
27,30,2,23,4,4,2,2,5,1,1,1.026,12,10,7
27,30,2,24,4,4,2,2,4,3,1,1.718,12,10,7
27,30,2,25,4,4,2,2,5,4,1,2.646,12,10,7
27,30,2,26,4,4,2,2,2,3,2,100.000,12,10,7
27,30,2,27,4,4,1,1,7,2,1,100.000,12,10,7
27,30,2,28,4,4,2,2,2,1,1,1.908,12,10,7
28,24,1,8,2,4,2,2,3,6,1,3.338,7,0,13
28,24,1,9,2,4,1,1,6,4,1,100.000,7,0,13
28,24,1,10,2,4,1,1,4,7,2,1.104,7,0,13
28,24,1,11,2,4,1,1,1,7,2,0.926,7,0,13
28,24,1,12,2,4,1,1,3,1,1,100.000,7,0,13
28,24,1,13,2,4,1,1,5,2,1,100.000,7,0,13
28,24,1,14,2,4,2,2,2,6,2,100.000,7,0,13
28,24,1,1,1,3,1,1,2,7,2,0.472,7,0,13
28,24,1,2,1,3,1,1,4,2,1,100.000,7,0,13
28,24,1,3,1,3,1,1,6,5,1,100.000,7,0,13
28,24,1,4,1,3,1,1,2,3,2,0.302,7,0,13
28,24,1,5,1,3,1,1,5,4,2,0.410,7,0,13
28,24,1,6,1,3,1,1,3,1,1,100.000,7,0,13
28,24,1,7,1,3,2,2,5,3,1,0.702,7,0,13
28,24,1,22,4,2,1,1,6,7,2,1.376,7,0,13
28,24,1,23,4,2,2,2,1,3,2,1.194,7,0,13
28,24,1,24,4,2,2,2,6,1,1,1.326,7,0,13
28,24,1,25,4,2,1,1,2,1,1,100.000,7,0,13
28,24,1,26,4,2,2,2,7,4,1,1.062,7,0,13
28,24,1,27,4,2,2,2,1,7,2,100.000,7,0,13
28,24,1,28,4,2,2,2,3,7,2,100.000,7,0,13
28,24,1,15,3,1,2,2,3,2,1,1.476,7,0,13
28,24,1,16,3,1,2,2,1,7,2,100.000,7,0,13
28,24,1,17,3,1,2,2,7,5,1,0.892,7,0,13
28,24,1,18,3,1,2,2,2,4,2,100.000,7,0,13
28,24,1,19,3,1,1,1,3,6,2,1.018,7,0,13
28,24,1,20,3,1,1,1,7,4,1,100.000,7,0,13
28,24,1,21,3,1,2,2,3,5,2,100.000,7,0,13
29,19,1,1,1,2,1,1,4,2,2,2.228,3,0,8
29,19,1,2,1,2,2,2,6,5,1,2.012,3,0,8
29,19,1,3,1,2,1,1,3,2,2,1.902,3,0,8
29,19,1,4,1,2,1,1,6,4,2,3.380,3,0,8
29,19,1,5,1,2,1,1,4,1,1,100.000,3,0,8
29,19,1,6,1,2,1,1,3,6,2,1.004,3,0,8
29,19,1,7,1,2,1,1,3,4,2,1.638,3,0,8
29,19,1,8,2,1,2,2,5,4,1,0.928,3,0,8
29,19,1,9,2,1,1,1,3,7,2,0.562,3,0,8
29,19,1,10,2,1,2,2,1,3,1,0.774,3,0,8
29,19,1,11,2,1,1,1,1,5,2,0.802,3,0,8
29,19,1,12,2,1,1,1,6,2,1,100.000,3,0,8
29,19,1,13,2,1,1,1,2,1,2,0.742,3,0,8
29,19,1,14,2,1,1,1,6,1,2,0.836,3,0,8
29,19,1,15,3,4,2,2,5,6,2,100.000,3,0,8
29,19,1,16,3,4,2,2,5,3,1,1.940,3,0,8
29,19,1,17,3,4,2,2,7,5,1,0.912,3,0,8
29,19,1,18,3,4,1,1,1,4,2,0.712,3,0,8
29,19,1,19,3,4,2,2,7,6,1,0.566,3,0,8
29,19,1,20,3,4,1,1,3,7,2,0.868,3,0,8
29,19,1,21,3,4,2,2,2,4,2,100.000,3,0,8
29,19,1,22,4,3,2,2,7,5,1,0.226,3,0,8
29,19,1,23,4,3,2,2,2,5,2,100.000,3,0,8
29,19,1,24,4,3,1,1,6,7,2,0.116,3,0,8
29,19,1,25,4,3,2,2,7,1,1,0.056,3,0,8
29,19,1,26,4,3,1,1,6,2,1,100.000,3,0,8
29,19,1,27,4,3,2,2,4,6,2,100.000,3,0,8
29,19,1,28,4,3,2,2,7,4,1,0.378,3,0,8
30,18,1,1,1,1,1,1,4,6,2,1.402,1,5,9
30,18,1,2,1,1,1,1,4,5,2,0.994,1,5,9
30,18,1,3,1,1,1,1,4,3,1,100.000,1,5,9
30,18,1,4,1,1,2,2,1,4,2,100.000,1,5,9
30,18,1,5,1,1,2,2,6,5,1,1.106,1,5,9
30,18,1,6,1,1,1,1,5,7,2,0.804,1,5,9
30,18,1,7,1,1,1,1,2,3,2,0.972,1,5,9
30,18,1,8,2,2,2,2,1,4,2,100.000,1,5,9
30,18,1,9,2,2,1,1,3,1,1,100.000,1,5,9
30,18,1,10,2,2,2,2,6,3,1,2.304,1,5,9
30,18,1,11,2,2,2,2,2,3,2,100.000,1,5,9
30,18,1,12,2,2,2,2,7,6,1,1.092,1,5,9
30,18,1,13,2,2,1,1,4,5,1,100.000,1,5,9
30,18,1,14,2,2,2,2,4,3,1,1.366,1,5,9
30,18,1,15,3,4,2,2,7,3,1,0.680,1,5,9
30,18,1,16,3,4,1,1,3,5,1,100.000,1,5,9
30,18,1,17,3,4,1,1,6,7,2,1.016,1,5,9
30,18,1,18,3,4,1,1,5,7,2,1.094,1,5,9
30,18,1,19,3,4,2,2,4,6,1,2.088,1,5,9
30,18,1,20,3,4,1,1,1,5,2,2.122,1,5,9
30,18,1,21,3,4,1,1,3,2,1,100.000,1,5,9
30,18,1,22,4,3,2,2,3,4,1,0.784,1,5,9
30,18,1,23,4,3,2,2,5,6,1,0.768,1,5,9
30,18,1,24,4,3,1,1,5,2,1,1.044,1,5,9
30,18,1,25,4,3,2,2,2,4,2,100.000,1,5,9
30,18,1,26,4,3,2,2,1,5,2,100.000,1,5,9
30,18,1,27,4,3,1,1,3,6,2,0.864,1,5,9
30,18,1,28,4,3,2,2,7,2,1,0.814,1,5,9
32,20,1,1,1,2,1,1,5,3,1,100.000,1,0,11
32,20,1,2,1,2,2,2,2,4,2,100.000,1,0,11
32,20,1,3,1,2,1,1,6,2,1,100.000,1,0,11
32,20,1,4,1,2,1,1,5,6,2,2.716,1,0,11
32,20,1,5,1,2,2,2,4,6,2,100.000,1,0,11
32,20,1,6,1,2,2,2,1,5,2,100.000,1,0,11
32,20,1,7,1,2,1,1,4,7,2,1.264,1,0,11
32,20,1,8,2,1,1,1,5,3,1,1.098,1,0,11
32,20,1,9,2,1,1,1,7,1,1,1.054,1,0,11
32,20,1,10,2,1,2,2,1,6,2,100.000,1,0,11
32,20,1,11,2,1,2,2,6,3,1,0.996,1,0,11
32,20,1,12,2,1,2,2,5,1,1,0.754,1,0,11
32,20,1,13,2,1,2,2,7,3,1,1.084,1,0,11
32,20,1,14,2,1,2,2,1,2,1,1.474,1,0,11
32,20,1,15,3,3,1,1,4,7,2,0.662,1,0,11
32,20,1,16,3,3,1,1,1,7,2,0.478,1,0,11
32,20,1,17,3,3,1,1,5,7,2,0.306,1,0,11
32,20,1,18,3,3,2,2,1,2,1,1.174,1,0,11
32,20,1,19,3,3,1,1,6,1,1,100.000,1,0,11
32,20,1,20,3,3,2,2,1,4,2,100.000,1,0,11
32,20,1,21,3,3,2,2,7,3,1,0.412,1,0,11
32,20,1,22,4,4,2,2,2,5,2,100.000,1,0,11
32,20,1,23,4,4,2,2,1,3,2,100.000,1,0,11
32,20,1,24,4,4,2,2,2,7,2,100.000,1,0,11
32,20,1,25,4,4,1,1,1,2,2,2.432,1,0,11
32,20,1,26,4,4,2,2,4,1,1,0.176,1,0,11
32,20,1,27,4,4,2,2,7,1,1,2.422,1,0,11
32,20,1,28,4,4,1,1,6,2,1,100.000,1,0,11
33,25,2,1,1,1,1,1,2,4,1,100.000,8,15,8
33,25,2,2,1,1,2,2,5,6,2,100.000,8,15,8
33,25,2,3,1,1,1,1,7,5,1,100.000,8,15,8
33,25,2,4,1,1,2,2,7,6,1,0.988,8,15,8
33,25,2,5,1,1,1,1,5,4,1,100.000,8,15,8
33,25,2,6,1,1,2,2,6,1,1,1.046,8,15,8
33,25,2,7,1,1,1,1,3,4,2,1.054,8,15,8
33,25,2,8,2,2,2,2,3,2,2,100.000,8,15,8
33,25,2,9,2,2,1,1,3,5,2,1.228,8,15,8
33,25,2,10,2,2,2,2,3,6,2,100.000,8,15,8
33,25,2,11,2,2,2,2,6,4,1,0.910,8,15,8
33,25,2,12,2,2,2,2,4,2,2,100.000,8,15,8
33,25,2,13,2,2,1,1,6,1,1,100.000,8,15,8
33,25,2,14,2,2,2,2,3,4,2,100.000,8,15,8
33,25,2,15,3,3,2,2,6,2,1,0.596,8,15,8
33,25,2,16,3,3,1,1,1,6,2,0.936,8,15,8
33,25,2,17,3,3,2,2,3,1,1,0.888,8,15,8
33,25,2,18,3,3,1,1,2,5,1,100.000,8,15,8
33,25,2,19,3,3,2,2,4,3,1,0.946,8,15,8
33,25,2,20,3,3,1,1,5,3,1,100.000,8,15,8
33,25,2,21,3,3,2,2,4,1,2,100.000,8,15,8
33,25,2,22,4,4,2,2,1,4,1,1.796,8,15,8
33,25,2,23,4,4,1,1,5,6,2,1.048,8,15,8
33,25,2,24,4,4,1,1,5,4,1,3.472,8,15,8
33,25,2,25,4,4,2,2,5,2,1,1.572,8,15,8
33,25,2,26,4,4,1,1,2,4,1,100.000,8,15,8
33,25,2,27,4,4,2,2,3,7,2,100.000,8,15,8
33,25,2,28,4,4,2,2,6,4,1,0.668,8,15,8
34,20,1,1,1,1,1,1,1,7,2,0.794,0,0,9
34,20,1,2,1,1,2,2,3,6,1,0.862,0,0,9
34,20,1,3,1,1,1,1,1,3,1,100.000,0,0,9
34,20,1,4,1,1,1,1,3,2,2,0.828,0,0,9
34,20,1,5,1,1,1,1,3,5,1,100.000,0,0,9
34,20,1,6,1,1,2,2,2,1,2,100.000,0,0,9
34,20,1,7,1,1,2,2,4,1,1,1.052,0,0,9
34,20,1,8,2,2,1,1,1,3,1,100.000,0,0,9
34,20,1,9,2,2,2,2,5,7,2,100.000,0,0,9
34,20,1,10,2,2,2,2,4,1,2,100.000,0,0,9
34,20,1,11,2,2,2,2,5,2,2,100.000,0,0,9
34,20,1,12,2,2,2,2,6,7,2,1.464,0,0,9
34,20,1,13,2,2,1,1,7,2,1,100.000,0,0,9
34,20,1,14,2,2,2,2,2,1,2,100.000,0,0,9
34,20,1,15,3,3,1,1,7,1,1,100.000,0,0,9
34,20,1,16,3,3,1,2,6,3,2,0.914,0,0,9
34,20,1,17,3,3,1,1,7,5,1,100.000,0,0,9
34,20,1,18,3,3,2,2,5,1,2,100.000,0,0,9
34,20,1,19,3,3,2,2,5,4,2,100.000,0,0,9
34,20,1,20,3,3,2,2,3,7,2,100.000,0,0,9
34,20,1,21,3,3,1,1,7,4,1,100.000,0,0,9
34,20,1,22,4,4,2,2,1,6,2,100.000,0,0,9
34,20,1,23,4,4,2,2,7,2,1,0.534,0,0,9
34,20,1,24,4,4,2,2,4,7,2,-0.170,0,0,9
34,20,1,25,4,4,2,2,1,7,2,3.350,0,0,9
34,20,1,26,4,4,1,1,2,6,1,100.000,0,0,9
34,20,1,27,4,4,1,1,2,1,1,100.000,0,0,9
34,20,1,28,4,4,1,1,2,3,1,100.000,0,0,9
36,19,1,8,2,3,2,1,3,2,2,1.152,2,0,11
36,19,1,9,2,3,2,2,4,6,1,1.182,2,0,11
36,19,1,10,2,3,1,1,2,4,1,1.166,2,0,11
36,19,1,11,2,3,1,1,1,5,1,1.050,2,0,11
36,19,1,12,2,3,2,2,7,1,1,0.488,2,0,11
36,19,1,13,2,3,1,1,1,4,2,0.462,2,0,11
36,19,1,14,2,3,1,2,3,5,1,1.026,2,0,11
36,19,1,1,1,4,1,2,5,2,2,-11.898,2,0,11
36,19,1,2,1,4,2,2,6,5,2,3.640,2,0,11
36,19,1,3,1,4,2,2,6,7,2,100.000,2,0,11
36,19,1,4,1,4,1,1,1,4,1,100.000,2,0,11
36,19,1,5,1,4,2,2,1,7,2,100.000,2,0,11
36,19,1,6,1,4,2,2,7,3,1,0.132,2,0,11
36,19,1,7,1,4,2,2,4,3,1,3.730,2,0,11
36,19,1,22,4,1,1,1,1,3,2,1.540,2,0,11
36,19,1,23,4,1,1,1,5,2,2,0.752,2,0,11
36,19,1,24,4,1,1,1,6,1,1,1.364,2,0,11
36,19,1,25,4,1,2,2,6,5,2,100.000,2,0,11
36,19,1,26,4,1,1,1,7,2,1,100.000,2,0,11
36,19,1,27,4,1,1,1,4,3,1,100.000,2,0,11
36,19,1,28,4,1,2,2,3,5,2,100.000,2,0,11
36,19,1,15,3,2,2,2,7,2,1,0.938,2,0,11
36,19,1,16,3,2,1,1,6,2,1,100.000,2,0,11
36,19,1,17,3,2,1,1,2,4,2,1.658,2,0,11
36,19,1,18,3,2,1,1,4,6,2,2.124,2,0,11
36,19,1,19,3,2,2,2,5,1,1,1.362,2,0,11
36,19,1,20,3,2,1,1,5,3,1,100.000,2,0,11
36,19,1,21,3,2,2,2,2,5,2,100.000,2,0,11
37,20,1,1,1,1,2,2,6,3,1,1.098,3,0,11
37,20,1,2,1,1,2,2,5,4,1,0.922,3,0,11
37,20,1,3,1,1,1,1,4,6,2,0.790,3,0,11
37,20,1,4,1,1,2,2,7,6,1,1.330,3,0,11
37,20,1,5,1,1,1,1,4,1,1,100.000,3,0,11
37,20,1,6,1,1,2,2,2,4,2,100.000,3,0,11
37,20,1,7,1,1,2,2,7,1,1,0.852,3,0,11
37,20,1,8,2,2,2,2,6,3,1,0.960,3,0,11
37,20,1,9,2,2,2,2,2,3,2,100.000,3,0,11
37,20,1,10,2,2,1,1,7,5,1,100.000,3,0,11
37,20,1,11,2,2,1,1,4,7,2,1.092,3,0,11
37,20,1,12,2,2,2,2,1,2,2,3.156,3,0,11
37,20,1,13,2,2,2,2,7,1,1,0.810,3,0,11
37,20,1,14,2,2,1,1,1,4,2,1.588,3,0,11
37,20,1,15,3,3,1,1,6,3,2,0.818,3,0,11
37,20,1,16,3,3,1,1,5,6,2,0.814,3,0,11
37,20,1,17,3,3,2,2,2,7,2,100.000,3,0,11
37,20,1,18,3,3,2,2,6,2,1,0.492,3,0,11
