# subject number,age,sex,trial number,block number,condition,start lane,visonset lane,obstacle left,obstacle right,finish lane,response time,years drivers license,hours video games,sds17
37,20,1,19,3,3,1,1,7,4,1,100.000,3,0,11
37,20,1,20,3,3,1,1,1,3,2,0.472,3,0,11
37,20,1,21,3,3,2,2,2,5,2,100.000,3,0,11
37,20,1,22,4,4,1,1,2,1,2,3.180,3,0,11
37,20,1,23,4,4,2,2,7,5,1,0.600,3,0,11
37,20,1,24,4,4,2,2,4,6,2,100.000,3,0,11
37,20,1,25,4,4,2,2,4,2,1,1.282,3,0,11
37,20,1,26,4,4,1,1,4,7,2,0.512,3,0,11
37,20,1,27,4,4,2,2,3,2,1,0.546,3,0,11
37,20,1,28,4,4,1,2,3,5,2,-6.804,3,0,11
39,19,1,8,2,3,1,1,5,1,2,0.728,2,0,8
39,19,1,9,2,3,1,1,4,3,2,0.980,2,0,8
39,19,1,10,2,3,1,1,3,1,1,100.000,2,0,8
39,19,1,11,2,3,1,2,5,7,2,-4.422,2,0,8
39,19,1,12,2,3,2,2,6,4,1,1.080,2,0,8
39,19,1,13,2,3,2,2,2,3,2,-2.298,2,0,8
39,19,1,14,2,3,2,1,5,2,2,1.070,2,0,8
39,19,1,1,1,4,2,2,6,4,1,3.974,2,0,8
39,19,1,2,1,4,2,1,7,1,1,-0.504,2,0,8
39,19,1,3,1,4,1,1,7,2,1,100.000,2,0,8
39,19,1,4,1,4,2,2,3,4,1,3.796,2,0,8
39,19,1,5,1,4,2,2,5,6,2,100.000,2,0,8
39,19,1,6,1,4,2,2,5,7,2,100.000,2,0,8
39,19,1,7,1,4,2,2,6,1,1,3.964,2,0,8
39,19,1,22,4,1,2,2,7,3,1,0.748,2,0,8
39,19,1,23,4,1,2,2,6,7,2,100.000,2,0,8
39,19,1,24,4,1,1,1,2,7,2,0.442,2,0,8
39,19,1,25,4,1,2,2,2,1,1,1.472,2,0,8
39,19,1,26,4,1,1,1,3,4,2,0.954,2,0,8
39,19,1,27,4,1,1,1,2,5,1,100.000,2,0,8
39,19,1,28,4,1,1,1,3,1,1,100.000,2,0,8
39,19,1,15,3,2,2,2,5,2,1,1.910,2,0,8
39,19,1,16,3,2,2,2,6,5,1,1.664,2,0,8
39,19,1,17,3,2,1,1,7,4,1,100.000,2,0,8
39,19,1,18,3,2,2,2,1,7,2,100.000,2,0,8
39,19,1,19,3,2,2,2,3,7,2,100.000,2,0,8
39,19,1,20,3,2,2,2,6,1,1,1.114,2,0,8
39,19,1,21,3,2,2,2,1,3,2,2.160,2,0,8
40,21,1,8,2,3,2,2,1,7,2,100.000,3,0,12
40,21,1,9,2,3,1,1,4,2,1,1.082,3,0,12
40,21,1,10,2,3,2,2,6,1,1,0.654,3,0,12
40,21,1,11,2,3,1,1,6,5,2,1.186,3,0,12
40,21,1,12,2,3,2,2,7,2,1,0.488,3,0,12
40,21,1,13,2,3,2,2,7,3,1,0.172,3,0,12
40,21,1,14,2,3,1,1,5,3,1,100.000,3,0,12
40,21,1,1,1,4,2,2,6,2,1,1.014,3,0,12
40,21,1,2,1,4,1,1,1,2,2,3.058,3,0,12
40,21,1,3,1,4,2,2,3,6,2,100.000,3,0,12
40,21,1,4,1,4,2,1,7,6,1,-0.270,3,0,12
40,21,1,5,1,4,1,1,1,5,2,2.522,3,0,12
40,21,1,6,1,4,1,1,5,3,1,100.000,3,0,12
40,21,1,7,1,4,2,2,2,4,2,100.000,3,0,12
40,21,1,22,4,1,1,1,1,6,2,1.480,3,0,12
40,21,1,23,4,1,2,2,5,3,2,100.000,3,0,12
40,21,1,24,4,1,1,1,2,6,2,0.886,3,0,12
40,21,1,25,4,1,2,2,4,5,2,100.000,3,0,12
40,21,1,26,4,1,1,1,6,4,1,100.000,3,0,12
40,21,1,27,4,1,2,2,5,6,2,100.000,3,0,12
40,21,1,28,4,1,1,1,7,5,1,100.000,3,0,12
40,21,1,15,3,2,2,2,3,6,2,100.000,3,0,12
40,21,1,16,3,2,2,2,1,5,2,100.000,3,0,12
40,21,1,17,3,2,2,2,4,3,1,3.710,3,0,12
40,21,1,18,3,2,2,2,6,7,2,100.000,3,0,12
40,21,1,19,3,2,1,1,4,1,1,100.000,3,0,12
40,21,1,20,3,2,2,2,2,7,2,100.000,3,0,12
40,21,1,21,3,2,1,1,2,6,2,1.366,3,0,12
41,23,1,1,1,1,2,2,3,6,2,1.396,0,1,9
41,23,1,2,1,1,1,1,4,7,2,0.966,0,1,9
41,23,1,3,1,1,1,1,1,4,2,1.012,0,1,9
41,23,1,4,1,1,2,2,4,2,2,1.204,0,1,9
41,23,1,5,1,1,2,2,3,2,2,100.000,0,1,9
41,23,1,6,1,1,2,2,1,7,2,100.000,0,1,9
41,23,1,7,1,1,1,1,5,1,1,100.000,0,1,9
41,23,1,8,2,2,2,2,3,2,1,1.566,0,1,9
41,23,1,9,2,2,1,1,3,5,2,0.926,0,1,9
41,23,1,10,2,2,1,1,6,4,1,100.000,0,1,9
41,23,1,11,2,2,1,1,4,5,2,1.268,0,1,9
41,23,1,12,2,2,1,1,4,2,1,100.000,0,1,9
41,23,1,13,2,2,1,1,5,7,2,0.966,0,1,9
41,23,1,14,2,2,2,2,2,1,2,3.366,0,1,9
41,23,1,15,3,3,2,2,6,7,2,100.000,0,1,9
41,23,1,16,3,3,1,1,3,6,1,100.000,0,1,9
41,23,1,17,3,3,2,2,2,1,1,0.654,0,1,9
41,23,1,18,3,3,1,1,5,4,2,0.572,0,1,9
41,23,1,19,3,3,1,1,4,7,2,0.232,0,1,9
41,23,1,20,3,3,1,1,4,1,1,100.000,0,1,9
41,23,1,21,3,3,2,2,2,6,2,100.000,0,1,9
41,23,1,22,4,4,1,1,2,5,2,1.650,0,1,9
41,23,1,23,4,4,2,2,3,7,2,100.000,0,1,9
41,23,1,24,4,4,2,2,2,3,2,100.000,0,1,9
41,23,1,25,4,4,1,1,4,1,1,100.000,0,1,9
41,23,1,26,4,4,2,2,3,1,1,1.226,0,1,9
41,23,1,27,4,4,1,1,4,5,2,2.914,0,1,9
41,23,1,28,4,4,1,1,7,4,1,100.000,0,1,9
42,20,1,1,1,2,1,1,7,3,1,100.000,3,1,7
42,20,1,2,1,2,1,1,2,3,2,2.442,3,1,7
42,20,1,3,1,2,1,1,1,6,2,1.982,3,1,7
42,20,1,4,1,2,2,2,1,4,2,100.000,3,1,7
42,20,1,5,1,2,2,2,7,5,1,1.318,3,1,7
42,20,1,6,1,2,2,2,5,4,1,1.652,3,1,7
42,20,1,7,1,2,1,1,5,1,1,100.000,3,1,7
42,20,1,8,2,1,1,1,6,3,1,100.000,3,1,7
42,20,1,9,2,1,2,2,1,5,2,100.000,3,1,7
42,20,1,10,2,1,1,1,6,5,1,1.566,3,1,7
42,20,1,11,2,1,2,2,6,2,1,0.770,3,1,7
42,20,1,12,2,1,1,1,5,4,1,100.000,3,1,7
42,20,1,13,2,1,2,2,7,2,1,0.886,3,1,7
42,20,1,14,2,1,2,2,5,7,2,100.000,3,1,7
42,20,1,15,3,4,1,1,4,2,1,100.000,3,1,7
42,20,1,16,3,4,2,2,4,7,2,100.000,3,1,7
42,20,1,17,3,4,2,2,5,2,1,1.552,3,1,7
42,20,1,18,3,4,1,1,6,3,1,-1.766,3,1,7
42,20,1,19,3,4,2,2,2,1,1,3.820,3,1,7
42,20,1,20,3,4,1,1,3,2,1,100.000,3,1,7
42,20,1,21,3,4,1,1,4,3,1,100.000,3,1,7
42,20,1,22,4,3,2,2,6,3,1,0.516,3,1,7
42,20,1,23,4,3,2,2,1,4,2,100.000,3,1,7
42,20,1,24,4,3,2,2,3,4,2,100.000,3,1,7
42,20,1,25,4,3,1,1,2,7,2,0.402,3,1,7
42,20,1,26,4,3,1,1,3,7,2,0.298,3,1,7
42,20,1,27,4,3,2,2,3,5,2,100.000,3,1,7
42,20,1,28,4,3,2,2,7,4,1,0.132,3,1,7
43,19,1,8,2,4,2,2,2,7,2,100.000,2,0,13
43,19,1,9,2,4,1,1,1,3,1,3.852,2,0,13
43,19,1,10,2,4,1,2,4,6,1,2.758,2,0,13
43,19,1,11,2,4,1,2,6,7,2,-3.876,2,0,13
43,19,1,12,2,4,2,2,3,5,1,2.446,2,0,13
43,19,1,13,2,4,2,2,5,4,1,2.714,2,0,13
43,19,1,14,2,4,1,1,1,6,2,1.440,2,0,13
43,19,1,1,1,3,2,2,1,5,2,-3.214,2,0,13
43,19,1,2,1,3,1,1,7,1,1,-2.806,2,0,13
43,19,1,3,1,3,1,2,6,2,1,0.686,2,0,13
43,19,1,4,1,3,2,2,5,6,2,0.670,2,0,13
43,19,1,5,1,3,1,1,1,6,2,0.554,2,0,13
43,19,1,6,1,3,1,1,1,2,1,1.198,2,0,13
43,19,1,7,1,3,2,2,4,5,1,0.468,2,0,13
43,19,1,22,4,2,1,1,3,4,2,2.440,2,0,13
43,19,1,23,4,2,2,2,4,6,2,100.000,2,0,13
43,19,1,24,4,2,1,1,1,2,1,100.000,2,0,13
43,19,1,25,4,2,1,1,3,1,1,1.784,2,0,13
43,19,1,26,4,2,1,1,5,6,2,3.142,2,0,13
43,19,1,27,4,2,1,1,6,3,1,100.000,2,0,13
43,19,1,28,4,2,2,2,2,4,2,100.000,2,0,13
43,19,1,15,3,1,1,1,7,6,2,1.300,2,0,13
43,19,1,16,3,1,1,1,3,5,2,0.950,2,0,13
43,19,1,17,3,1,2,2,4,1,1,0.934,2,0,13
43,19,1,18,3,1,2,2,4,6,2,100.000,2,0,13
43,19,1,19,3,1,2,2,1,3,2,100.000,2,0,13
43,19,1,20,3,1,2,2,6,1,1,0.820,2,0,13
43,19,1,21,3,1,2,2,5,2,1,0.892,2,0,13
46,19,1,1,1,1,1,1,4,5,2,1.016,2,0,6
46,19,1,2,1,1,2,2,1,6,2,100.000,2,0,6
46,19,1,3,1,1,2,2,2,6,2,100.000,2,0,6
46,19,1,4,1,1,1,1,2,1,1,100.000,2,0,6
46,19,1,5,1,1,2,2,3,4,2,100.000,2,0,6
46,19,1,6,1,1,2,2,2,7,2,100.000,2,0,6
46,19,1,7,1,1,1,1,4,2,2,1.326,2,0,6
46,19,1,8,2,2,1,1,1,5,2,1.254,2,0,6
46,19,1,9,2,2,1,1,3,2,1,100.000,2,0,6
46,19,1,10,2,2,2,2,4,1,1,1.080,2,0,6
46,19,1,11,2,2,1,1,5,2,1,100.000,2,0,6
46,19,1,12,2,2,1,1,4,3,2,1.700,2,0,6
46,19,1,13,2,2,1,1,6,1,1,100.000,2,0,6
46,19,1,14,2,2,1,1,3,7,2,1.042,2,0,6
46,19,1,15,3,4,1,1,6,1,1,2.164,2,0,6
46,19,1,16,3,4,1,1,5,6,2,3.024,2,0,6
46,19,1,17,3,4,2,2,1,5,2,100.000,2,0,6
46,19,1,18,3,4,2,2,4,5,2,100.000,2,0,6
46,19,1,19,3,4,1,1,2,3,2,0.500,2,0,6
46,19,1,20,3,4,2,2,4,1,1,0.088,2,0,6
46,19,1,21,3,4,2,2,7,2,1,0.646,2,0,6
46,19,1,22,4,3,2,2,4,2,1,0.372,2,0,6
46,19,1,23,4,3,2,2,3,1,1,0.200,2,0,6
46,19,1,24,4,3,1,1,2,3,2,0.084,2,0,6
46,19,1,25,4,3,2,2,3,6,2,100.000,2,0,6
46,19,1,26,4,3,1,1,7,3,1,100.000,2,0,6
46,19,1,27,4,3,1,1,2,6,2,0.362,2,0,6
46,19,1,28,4,3,2,2,4,7,2,100.000,2,0,6
47,20,1,1,1,1,1,1,6,7,2,0.726,3,0,11
47,20,1,2,1,1,2,2,1,4,2,1.118,3,0,11
47,20,1,3,1,1,2,2,7,5,1,0.888,3,0,11
47,20,1,4,1,1,1,1,3,6,2,1.002,3,0,11
47,20,1,5,1,1,2,2,2,5,2,100.000,3,0,11
47,20,1,6,1,1,2,2,5,1,2,100.000,3,0,11
47,20,1,7,1,1,1,1,5,3,1,100.000,3,0,11
47,20,1,8,2,2,1,1,1,3,1,100.000,3,0,11
47,20,1,9,2,2,1,1,2,1,1,100.000,3,0,11
47,20,1,10,2,2,1,1,1,7,2,1.184,3,0,11
47,20,1,11,2,2,2,2,4,5,2,100.000,3,0,11
47,20,1,12,2,2,1,1,2,7,2,0.912,3,0,11
47,20,1,13,2,2,2,2,3,5,2,100.000,3,0,11
47,20,1,14,2,2,2,2,2,6,2,100.000,3,0,11
47,20,1,15,3,3,1,1,6,4,1,100.000,3,0,11
47,20,1,16,3,3,2,2,5,1,2,100.000,3,0,11
47,20,1,17,3,3,2,2,5,7,2,100.000,3,0,11
47,20,1,18,3,3,1,1,7,2,1,100.000,3,0,11
47,20,1,19,3,3,1,1,2,1,1,100.000,3,0,11
47,20,1,20,3,3,2,2,4,1,2,1.098,3,0,11
47,20,1,21,3,3,1,1,5,2,1,100.000,3,0,11
47,20,1,22,4,4,2,2,1,2,2,100.000,3,0,11
47,20,1,23,4,4,1,1,2,4,2,2.870,3,0,11
47,20,1,24,4,4,2,2,2,5,2,100.000,3,0,11
47,20,1,25,4,4,2,2,7,4,1,0.780,3,0,11
47,20,1,26,4,4,2,2,5,3,2,100.000,3,0,11
47,20,1,27,4,4,1,1,3,4,1,100.000,3,0,11
47,20,1,28,4,4,1,1,3,6,1,100.000,3,0,11
48,19,2,1,1,1,2,2,3,6,1,0.666,1,14,9
48,19,2,2,1,1,2,2,2,5,2,100.000,1,14,9
48,19,2,3,1,1,1,1,2,4,2,0.938,1,14,9
48,19,2,4,1,1,2,2,6,4,1,0.918,1,14,9
48,19,2,5,1,1,2,2,3,1,1,0.764,1,14,9
48,19,2,6,1,1,2,2,2,1,1,1.082,1,14,9
48,19,2,7,1,1,1,1,7,4,1,100.000,1,14,9
48,19,2,8,2,2,2,2,4,5,2,100.000,1,14,9
48,19,2,9,2,2,2,2,2,4,2,100.000,1,14,9
48,19,2,10,2,2,2,2,6,5,2,100.000,1,14,9
48,19,2,11,2,2,1,1,2,1,2,3.574,1,14,9
48,19,2,12,2,2,1,1,7,4,1,100.000,1,14,9
48,19,2,13,2,2,1,1,6,3,1,100.000,1,14,9
48,19,2,14,2,2,2,2,6,4,1,1.334,1,14,9
48,19,2,15,3,3,2,2,1,7,2,100.000,1,14,9
48,19,2,16,3,3,2,2,5,2,1,0.836,1,14,9
48,19,2,17,3,3,2,2,6,2,1,0.396,1,14,9
48,19,2,18,3,3,1,1,4,1,1,100.000,1,14,9
48,19,2,19,3,3,2,2,6,7,2,100.000,1,14,9
48,19,2,20,3,3,1,1,1,3,2,0.294,1,14,9
48,19,2,21,3,3,2,1,7,2,1,-1.184,1,14,9
48,19,2,22,4,4,2,2,4,2,1,0.880,1,14,9
48,19,2,23,4,4,2,2,7,1,1,1.216,1,14,9
48,19,2,24,4,4,2,2,1,5,2,100.000,1,14,9
48,19,2,25,4,4,2,2,7,3,1,0.322,1,14,9
48,19,2,26,4,4,1,1,4,5,2,2.032,1,14,9
48,19,2,27,4,4,1,1,5,3,1,100.000,1,14,9
48,19,2,28,4,4,1,1,6,1,1,100.000,1,14,9
49,19,1,8,2,3,2,2,3,7,2,100.000,3,0,9
49,19,1,9,2,3,2,2,2,1,1,1.150,3,0,9
49,19,1,10,2,3,2,2,4,6,1,1.066,3,0,9
49,19,1,11,2,3,2,2,1,5,2,100.000,3,0,9
49,19,1,12,2,3,1,1,1,6,1,100.000,3,0,9
49,19,1,13,2,3,2,2,5,4,2,100.000,3,0,9
49,19,1,14,2,3,1,1,6,5,2,0.938,3,0,9
49,19,1,1,1,4,2,2,3,2,1,1.750,3,0,9
49,19,1,2,1,4,2,2,2,6,2,100.000,3,0,9
49,19,1,3,1,4,1,1,3,6,2,1.438,3,0,9
49,19,1,4,1,4,1,1,1,3,2,1.862,3,0,9
49,19,1,5,1,4,1,1,7,4,1,100.000,3,0,9
49,19,1,6,1,4,2,2,4,6,2,100.000,3,0,9
49,19,1,7,1,4,1,1,5,7,2,0.692,3,0,9
49,19,1,22,4,1,1,1,3,4,1,100.000,3,0,9
49,19,1,23,4,1,2,2,2,6,2,1.384,3,0,9
49,19,1,24,4,1,2,2,1,4,2,100.000,3,0,9
49,19,1,25,4,1,2,2,5,4,2,100.000,3,0,9
49,19,1,26,4,1,1,1,7,2,1,100.000,3,0,9
49,19,1,27,4,1,2,2,5,3,1,0.940,3,0,9
49,19,1,28,4,1,1,1,1,5,2,0.800,3,0,9
49,19,1,15,3,2,1,1,7,3,1,100.000,3,0,9
49,19,1,16,3,2,2,2,7,5,1,1.182,3,0,9
49,19,1,17,3,2,2,2,1,4,2,100.000,3,0,9
49,19,1,18,3,2,1,1,1,7,2,0.844,3,0,9
49,19,1,19,3,2,2,2,3,2,1,1.320,3,0,9
49,19,1,20,3,2,1,1,5,1,1,100.000,3,0,9
49,19,1,21,3,2,2,2,4,3,1,1.628,3,0,9
50,18,1,1,1,3,1,1,3,5,1,1.018,1,0,6
50,18,1,2,1,3,1,1,4,3,1,100.000,1,0,6
50,18,1,3,1,3,1,1,7,5,1,100.000,1,0,6
50,18,1,4,1,3,2,2,6,3,1,0.414,1,0,6
50,18,1,5,1,3,1,1,7,4,1,100.000,1,0,6
50,18,1,6,1,3,2,2,2,4,2,100.000,1,0,6
50,18,1,7,1,3,1,1,2,3,2,0.278,1,0,6
50,18,1,8,2,4,2,2,4,3,1,2.734,1,0,6
50,18,1,9,2,4,1,1,5,6,2,1.662,1,0,6
50,18,1,10,2,4,2,2,2,5,2,100.000,1,0,6
50,18,1,11,2,4,2,2,2,7,2,100.000,1,0,6
50,18,1,12,2,4,1,1,1,2,1,100.000,1,0,6
50,18,1,13,2,4,2,2,1,4,2,100.000,1,0,6
50,18,1,14,2,4,1,1,7,6,1,100.000,1,0,6
50,18,1,15,3,2,1,1,1,3,2,1.128,1,0,6
50,18,1,16,3,2,1,1,2,7,2,0.978,1,0,6
50,18,1,17,3,2,2,2,5,3,1,1.150,1,0,6
50,18,1,18,3,2,1,1,7,6,1,100.000,1,0,6
50,18,1,19,3,2,1,1,1,6,2,1.652,1,0,6
50,18,1,20,3,2,2,2,2,5,2,100.000,1,0,6
50,18,1,21,3,2,1,1,6,2,1,100.000,1,0,6
50,18,1,22,4,1,2,2,7,6,1,1.064,1,0,6
50,18,1,23,4,1,1,1,5,6,1,100.000,1,0,6
50,18,1,24,4,1,2,2,7,5,1,0.678,1,0,6
50,18,1,25,4,1,2,2,3,2,1,1.054,1,0,6
50,18,1,26,4,1,1,1,1,7,2,0.790,1,0,6
50,18,1,27,4,1,1,1,7,3,1,100.000,1,0,6
50,18,1,28,4,1,1,1,6,1,1,100.000,1,0,6
51,18,2,8,2,4,2,2,1,7,2,100.000,1,0,8
51,18,2,9,2,4,2,2,5,2,1,1.718,1,0,8
51,18,2,10,2,4,1,1,6,3,1,100.000,1,0,8
51,18,2,11,2,4,1,1,6,5,2,3.482,1,0,8
51,18,2,12,2,4,2,2,7,2,1,1.126,1,0,8
51,18,2,13,2,4,1,1,1,6,2,0.646,1,0,8
51,18,2,14,2,4,2,2,4,1,1,2.276,1,0,8
51,18,2,1,1,3,1,1,3,4,1,100.000,1,0,8
51,18,2,2,1,3,1,1,5,3,2,1.138,1,0,8
51,18,2,3,1,3,2,2,7,6,1,0.430,1,0,8
51,18,2,4,1,3,1,1,3,1,1,100.000,1,0,8
51,18,2,5,1,3,2,2,4,5,1,0.790,1,0,8
51,18,2,6,1,3,2,2,3,6,2,100.000,1,0,8
51,18,2,7,1,3,2,2,7,1,1,0.446,1,0,8
51,18,2,22,4,2,2,2,4,1,1,1.878,1,0,8
51,18,2,23,4,2,1,1,3,6,2,1.724,1,0,8
51,18,2,24,4,2,1,1,1,2,2,3.628,1,0,8
51,18,2,25,4,2,2,2,5,7,2,100.000,1,0,8
51,18,2,26,4,2,1,1,6,1,1,100.000,1,0,8
51,18,2,27,4,2,2,2,3,4,1,2.744,1,0,8
51,18,2,28,4,2,1,1,4,7,2,0.952,1,0,8
51,18,2,15,3,1,1,1,5,1,1,100.000,1,0,8
51,18,2,16,3,1,1,1,7,1,1,100.000,1,0,8
51,18,2,17,3,1,1,1,4,7,2,0.876,1,0,8
51,18,2,18,3,1,2,2,4,1,1,1.356,1,0,8
51,18,2,19,3,1,2,2,6,2,1,1.046,1,0,8
51,18,2,20,3,1,2,2,2,3,2,1.150,1,0,8
51,18,2,21,3,1,1,1,3,7,2,0.764,1,0,8
52,19,1,1,1,4,2,2,5,1,1,1.562,0,0,9
52,19,1,2,1,4,1,1,5,4,2,0.066,0,0,9
52,19,1,3,1,4,1,1,2,1,2,2.802,0,0,9
52,19,1,4,1,4,1,1,3,1,1,100.000,0,0,9
52,19,1,5,1,4,1,1,7,5,1,100.000,0,0,9
52,19,1,6,1,4,2,1,6,2,1,-0.136,0,0,9
52,19,1,7,1,4,1,1,6,7,2,0.534,0,0,9
52,19,1,8,2,3,1,1,5,6,2,0.248,0,0,9
52,19,1,9,2,3,2,2,7,3,1,0.232,0,0,9
52,19,1,10,2,3,2,2,2,7,2,0.552,0,0,9
52,19,1,11,2,3,2,2,6,4,2,100.000,0,0,9
52,19,1,12,2,3,2,2,2,6,2,100.000,0,0,9
52,19,1,13,2,3,1,1,3,2,1,100.000,0,0,9
52,19,1,14,2,3,2,2,5,1,1,0.412,0,0,9
52,19,1,15,3,1,2,2,1,3,2,100.000,0,0,9
52,19,1,16,3,1,1,1,6,5,1,100.000,0,0,9
52,19,1,17,3,1,2,2,3,5,2,100.000,0,0,9
52,19,1,18,3,1,2,2,6,3,1,0.906,0,0,9
52,19,1,19,3,1,2,2,4,6,2,100.000,0,0,9
52,19,1,20,3,1,1,1,4,2,1,100.000,0,0,9
52,19,1,21,3,1,1,1,4,3,1,100.000,0,0,9
52,19,1,22,4,2,1,1,2,6,2,1.008,0,0,9
52,19,1,23,4,2,1,1,7,2,1,100.000,0,0,9
52,19,1,24,4,2,2,2,2,3,2,100.000,0,0,9
52,19,1,25,4,2,2,2,5,2,1,1.636,0,0,9
52,19,1,26,4,2,1,1,3,1,1,100.000,0,0,9
52,19,1,27,4,2,1,1,3,7,2,1.490,0,0,9
52,19,1,28,4,2,1,1,1,5,2,1.176,0,0,9
53,20,2,1,1,2,2,2,3,5,2,100.000,3,4,5
53,20,2,2,1,2,1,1,6,7,2,1.450,3,4,5
53,20,2,3,1,2,2,2,5,6,2,100.000,3,4,5
53,20,2,4,1,2,2,2,5,4,1,2.316,3,4,5
53,20,2,5,1,2,2,2,4,2,1,2.068,3,4,5
53,20,2,6,1,2,2,2,4,6,2,1.688,3,4,5
53,20,2,7,1,2,1,1,7,1,1,100.000,3,4,5
53,20,2,8,2,1,2,2,4,5,2,100.000,3,4,5
53,20,2,9,2,1,1,1,1,6,2,1.468,3,4,5
53,20,2,10,2,1,2,2,1,2,1,1.132,3,4,5
53,20,2,11,2,1,2,2,5,2,1,0.858,3,4,5
53,20,2,12,2,1,2,2,5,7,2,100.000,3,4,5
53,20,2,13,2,1,2,2,6,7,2,100.000,3,4,5
53,20,2,14,2,1,1,1,2,7,2,0.686,3,4,5
53,20,2,15,3,3,1,1,1,4,2,0.706,3,4,5
53,20,2,16,3,3,1,1,4,7,2,0.512,3,4,5
53,20,2,17,3,3,2,2,4,2,1,0.786,3,4,5
53,20,2,18,3,3,2,2,2,5,2,100.000,3,4,5
53,20,2,19,3,3,2,2,1,2,1,1.080,3,4,5
53,20,2,20,3,3,1,1,5,7,2,0.160,3,4,5
53,20,2,21,3,3,1,2,6,1,1,0.166,3,4,5
53,20,2,22,4,4,2,2,2,3,2,-1.218,3,4,5
53,20,2,23,4,4,1,1,4,7,2,0.054,3,4,5
53,20,2,24,4,4,2,2,2,4,2,2.020,3,4,5
53,20,2,25,4,4,2,2,3,7,2,100.000,3,4,5
53,20,2,26,4,4,1,1,3,5,2,0.836,3,4,5
53,20,2,27,4,4,2,2,3,4,1,3.406,3,4,5
53,20,2,28,4,4,2,2,6,4,1,1.730,3,4,5
55,23,2,1,1,2,2,2,2,7,2,100.000,5,3,5
55,23,2,2,1,2,1,1,2,5,2,2.904,5,3,5
55,23,2,3,1,2,2,2,6,3,1,3.098,5,3,5
55,23,2,4,1,2,1,1,3,2,1,100.000,5,3,5
55,23,2,5,1,2,2,2,1,3,2,100.000,5,3,5
55,23,2,6,1,2,2,2,7,6,1,1.480,5,3,5
55,23,2,7,1,2,1,1,7,5,1,100.000,5,3,5
55,23,2,8,2,1,2,2,2,4,2,100.000,5,3,5
55,23,2,9,2,1,1,1,3,2,1,100.000,5,3,5
55,23,2,10,2,1,1,1,2,1,1,100.000,5,3,5
55,23,2,11,2,1,1,1,2,6,1,100.000,5,3,5
55,23,2,12,2,1,2,2,5,6,2,100.000,5,3,5
55,23,2,13,2,1,1,1,5,4,1,100.000,5,3,5
55,23,2,14,2,1,1,1,6,4,1,100.000,5,3,5
55,23,2,15,3,4,1,1,7,1,1,100.000,5,3,5
55,23,2,16,3,4,2,2,7,6,1,0.958,5,3,5
55,23,2,17,3,4,1,1,2,5,2,2.466,5,3,5
55,23,2,18,3,4,2,2,5,6,2,100.000,5,3,5
55,23,2,19,3,4,2,2,5,7,2,100.000,5,3,5
55,23,2,20,3,4,2,2,7,4,1,0.568,5,3,5
55,23,2,21,3,4,2,2,5,3,2,100.000,5,3,5
55,23,2,22,4,3,2,2,6,5,2,100.000,5,3,5
55,23,2,23,4,3,1,1,1,5,1,100.000,5,3,5
55,23,2,24,4,3,1,1,4,6,2,0.508,5,3,5
55,23,2,25,4,3,1,1,2,1,1,100.000,5,3,5
55,23,2,26,4,3,2,2,4,3,2,100.000,5,3,5
55,23,2,27,4,3,2,2,7,4,1,0.438,5,3,5
55,23,2,28,4,3,1,1,6,7,2,0.210,5,3,5
56,30,2,1,1,2,1,1,5,3,1,100.000,12,28,9
56,30,2,2,1,2,1,1,4,5,2,1.230,12,28,9
56,30,2,3,1,2,2,2,1,7,2,100.000,12,28,9
56,30,2,4,1,2,1,1,2,4,2,1.656,12,28,9
56,30,2,5,1,2,2,2,7,3,1,1.282,12,28,9
56,30,2,6,1,2,2,2,1,6,2,100.000,12,28,9
56,30,2,7,1,2,2,2,5,1,1,1.958,12,28,9
56,30,2,8,2,1,1,1,7,6,1,100.000,12,28,9
56,30,2,9,2,1,2,2,7,2,1,0.886,12,28,9
56,30,2,10,2,1,2,2,3,4,2,1.068,12,28,9
56,30,2,11,2,1,2,2,7,4,1,0.834,12,28,9
56,30,2,12,2,1,1,1,7,5,1,100.000,12,28,9
56,30,2,13,2,1,2,2,6,1,2,100.000,12,28,9
56,30,2,14,2,1,2,2,1,5,2,1.448,12,28,9
56,30,2,15,3,4,1,1,4,6,2,3.594,12,28,9
56,30,2,16,3,4,1,2,4,3,1,2.656,12,28,9
56,30,2,17,3,4,1,1,4,2,1,100.000,12,28,9
56,30,2,18,3,4,2,2,1,2,2,3.952,12,28,9
56,30,2,19,3,4,2,2,3,6,2,100.000,12,28,9
56,30,2,20,3,4,2,2,1,3,2,-3.418,12,28,9
56,30,2,21,3,4,2,2,6,1,1,1.832,12,28,9
56,30,2,22,4,3,1,1,2,4,2,0.360,12,28,9
56,30,2,23,4,3,1,1,6,3,1,100.000,12,28,9
56,30,2,24,4,3,2,2,3,5,1,0.642,12,28,9
56,30,2,25,4,3,1,1,3,7,2,0.826,12,28,9
56,30,2,26,4,3,1,1,6,2,1,100.000,12,28,9
56,30,2,27,4,3,2,2,4,1,1,0.460,12,28,9
56,30,2,28,4,3,1,1,5,2,1,100.000,12,28,9
57,25,1,1,1,2,2,2,7,1,1,0.848,7,0,10
57,25,1,2,1,2,1,1,4,1,1,100.000,7,0,10
57,25,1,3,1,2,2,2,3,1,2,100.000,7,0,10
57,25,1,4,1,2,2,2,4,7,2,100.000,7,0,10
57,25,1,5,1,2,1,1,5,7,2,1.438,7,0,10
